x, Bphi, vr, vz, rho, Omega, Psi, T, P, Bphi', vr', vz', rho', Omega', Psi', T', P'
        1.110100000000001E+000,       -2.431942099208274E-001,       -1.000587258763892E-002,        6.366146056821348E-002,        7.590500998968864E-004,        9.869485623410872E-001,        8.867064302157540E-001,        1.173754114186624E+000,        8.910394750527353E-004,       -1.112291045842482E-002,       -6.079777463128552E-002,        3.955001170222545E-001,       -4.593017300664822E-003,        2.614717014193930E-001,       -1.221371533612648E-001,        2.147614593155437E-001,       -5.228058246038212E-003
        1.120100000000001E+000,       -2.433054947230430E-001,       -1.062783294060936E-002,        6.772041237077900E-002,        7.146863994158706E-004,        9.895653468383561E-001,        8.854855883617291E-001,        1.175904050917483E+000,        8.405039494146056E-004,       -1.113404209138454E-002,       -6.361907737127510E-002,        4.164344583517495E-001,       -4.283656849814258E-003,        2.618824287530377E-001,       -1.220311695494766E-001,        2.152257110318073E-001,       -4.883350553957970E-003
        1.130100000000001E+000,       -2.434168906124273E-001,       -1.127873023175725E-002,        7.199303557991758E-002,        6.733014145184802E-004,        9.921861550007556E-001,        8.842658077552789E-001,        1.178058626681049E+000,        7.932898760914125E-004,       -1.114512857467358E-002,       -6.658504789033007E-002,        4.382364447986093E-001,       -3.996966395204892E-003,        2.622763828886338E-001,       -1.219249069169772E-001,        2.156892651942562E-001,       -4.563436855073636E-003
        1.140100000000001E+000,       -2.435283971574852E-001,       -1.196000591268293E-002,        7.648806412048746E-002,        6.346774209930550E-004,        9.948108175860674E-001,        8.830470910950106E-001,        1.180217834553022E+000,        7.491589665680863E-004,       -1.115617386097601E-002,       -6.969465823020757E-002,        4.609174155968249E-001,       -3.731176131066994E-003,        2.626532656083524E-001,       -1.218183831503652E-001,        2.161521317048703E-001,       -4.266413736251210E-003
        1.150100000000001E+000,       -2.436400139648100E-001,       -1.267309172498143E-002,        8.121434049967050E-002,        5.986136543485843E-004,        9.974391624871038E-001,        8.818294409090818E-001,        1.182381667793283E+000,        7.078911837613089E-004,       -1.116718162562296E-002,       -7.294697556330977E-002,        4.844877306085578E-001,       -3.484661711158778E-003,        2.630128027583470E-001,       -1.217116145979927E-001,        2.166143298241847E-001,       -3.990531830174985E-003
        1.160100000000001E+000,       -2.437517406765105E-001,       -1.341940999360915E-002,        8.618080519319454E-002,        5.649249191305930E-004,        1.000071014987515E+000,        8.806128595692208E-001,        1.184550119693260E+000,        6.692832709360718E-004,       -1.117815528220883E-002,       -7.634103539319738E-002,        5.089565682882948E-001,       -3.255931756864018E-003,        2.633547464235649E-001,       -1.216046163787558E-001,        2.170758634728442E-001,       -3.734182787688758E-003
        1.170100000000001E+000,       -2.438635769675386E-001,       -1.420037351662041E-002,        9.139648456847400E-002,        5.334403163282769E-004,        1.002706198029946E+000,        8.793973493011920E-001,        1.186723183673699E+000,        6.331473987150247E-004,       -1.118909799837143E-002,       -7.987585627797342E-002,        5.343318855093350E-001,       -3.043616504962068E-003,        2.636788769856694E-001,       -1.214974024821536E-001,        2.175367436807460E-001,       -3.495887399288321E-003
        1.180100000000001E+000,       -2.439755225433543E-001,       -1.501738520389939E-002,        9.687047821319263E-002,        5.040020800553676E-004,        1.005344532511441E+000,        8.781829121961189E-001,        1.188900853284865E+000,        5.993099294302530E-004,       -1.120001271095749E-002,       -8.355044231220497E-002,        5.606203676347493E-001,       -2.846457449526966E-003,        2.639850052844847E-001,       -1.213899858595500E-001,        2.179969853421960E-001,       -3.274284756523406E-003
        1.190100000000001E+000,       -2.440875771376709E-001,       -1.587183747187727E-002,        1.026119455901270E-001,        4.764645127875985E-004,        1.007985837593187E+000,        8.769695502206523E-001,        1.191083122802428E+000,        5.676102706709390E-004,       -1.121090214084147E-002,       -8.736355283592356E-002,        5.878271156867969E-001,       -2.663297947613014E-003,        2.642729738504615E-001,       -1.212823785087908E-001,        2.184567645311941E-001,       -3.068122340518696E-003
        1.200100000000001E+000,       -2.441997405104466E-001,       -1.676511132548942E-002,        1.086300914839578E-001,        4.506930108794991E-004,        1.010629931035505E+000,        8.757572652256527E-001,        1.193269987183887E+000,        5.378998785323117E-004,       -1.122176880678443E-002,       -9.131436086923715E-002,        6.159563551187908E-001,       -2.493074452054088E-003,        2.645426597875676E-001,       -1.211745915477476E-001,        2.189159615721298E-001,       -2.876247025600535E-003
        1.210100000000001E+000,       -2.443120124458455E-001,       -1.769857526700112E-002,        1.149341509992959E-001,        4.265631732592673E-004,        1.013276629543407E+000,        8.745460589550179E-001,        1.195461440719335E+000,        5.100412650935024E-004,       -1.123261503920524E-002,       -9.540135121946422E-002,        6.450101026057612E-001,       -2.334808785616828E-003,        2.647939754048477E-001,       -1.210666352874622E-001,        2.193745989669286E-001,       -2.697596749589842E-003
        1.220100000000001E+000,       -2.444243927504957E-001,       -1.867358395919904E-002,        1.215333736732565E-001,        4.039599840633937E-004,        1.015925749133249E+000,        8.733359330530859E-001,        1.197657477126771E+000,        4.839071615708929E-004,       -1.124344299270913E-002,       -9.962442305957794E-002,        6.749906626015835E-001,       -2.187600955483246E-003,        2.650268709857483E-001,       -1.209585192938048E-001,        2.198324079596696E-001,       -2.531193145288174E-003
        1.230100000000001E+000,       -2.445368812515751E-001,       -1.969147684114378E-002,        1.284370075954014E-001,        3.827770644683667E-004,        1.018577105497062E+000,        8.721268890724226E-001,        1.199858089846191E+000,        4.593796273414774E-004,       -1.125425465906078E-002,       -1.039779103712798E-001,        7.058920623234834E-001,       -2.050622512801343E-003,        2.652413316229429E-001,       -1.208502524530112E-001,        2.202899935228742E-001,       -2.376134054152975E-003
        1.240100000000001E+000,       -2.446494777956285E-001,       -2.075357645776157E-002,        1.356542827137428E-001,        3.629159847745444E-004,        1.021230514396471E+000,        8.709189284800168E-001,        1.202063275966968E+000,        4.363494514579521E-004,       -1.126505187722428E-002,       -1.084640808265546E-001,        7.377165930982112E-001,       -1.923110937860609E-003,        2.654373854139101E-001,       -1.207418430157441E-001,        2.207470970765985E-001,       -2.231588383890957E-003
        1.250100000000001E+000,       -2.447621822467526E-001,       -2.186118667835254E-002,        1.431943930823323E-001,        3.442856378277392E-004,        1.023885792059889E+000,        8.697120526627619E-001,        1.204273030872041E+000,        4.147153863473456E-004,       -1.127583634517789E-002,       -1.130796515740305E-001,        7.704581861915325E-001,       -1.804363621023296E-003,        2.656150988299138E-001,       -1.206332986534208E-001,        2.212037555485714E-001,       -2.096789170616044E-003
        1.260100000000001E+000,       -2.448749944853839E-001,       -2.301559087428129E-002,        1.510664798011519E-001,        3.268016615790985E-004,        1.026542755585812E+000,        8.685062629338005E-001,        1.206487350284507E+000,        3.943835524043109E-004,       -1.128660962959661E-002,       -1.178224586360925E-001,        8.041106346485647E-001,       -1.693733265778384E-003,        2.657745791688689E-001,       -1.205246265019242E-001,        2.216600041021709E-001,       -1.971028902271467E-003
        1.270100000000001E+000,       -2.449879144070094E-001,       -2.421804997746903E-002,        1.592796132704862E-001,        3.103859100041840E-004,        1.029201223351387E+000,        8.673015605374197E-001,        1.208706230293121E+000,        3.752668687354378E-004,       -1.129737317531062E-002,       -1.226901502536013E-001,        8.386659683028698E-001,       -1.590623236231358E-003,        2.659159748503369E-001,       -1.204158332033923E-001,        2.221158807913023E-001,       -1.853654575896061E-003
        1.280100000000001E+000,       -2.451009419209919E-001,       -2.546980048209712E-002,        1.678427753993914E-001,        2.949659676337541E-004,        1.031861015424523E+000,        8.660979466537921E-001,        1.210929667379399E+000,        3.572845305680939E-004,       -1.130812831410202E-002,       -1.276802027475096E-001,        8.741144760058018E-001,       -1.494483394976058E-003,        2.660394756272919E-001,       -1.203069249445480E-001,        2.225714251146690E-001,       -1.744063284605820E-003
        1.290100000000001E+000,       -2.452140769494828E-001,       -2.677205240839405E-002,        1.767648418212806E-001,        2.804747038999356E-004,        1.034521953976666E+000,        8.648954224033446E-001,        1.213157658435719E+000,        3.403615292803883E-004,       -1.131887627291283E-002,       -1.327901751472589E-001,        9.104450536132666E-001,       -1.404806313829684E-003,        2.661453125046610E-001,       -1.201979074918774E-001,        2.230266696966550E-001,       -1.641698199096374E-003
        1.300100000000001E+000,       -2.453273194264047E-001,       -2.812598726291449E-002,        1.860545642620799E-001,        2.668498639546669E-004,        1.037183863692451E+000,        8.636939888508184E-001,        1.215390200709467E+000,        3.244282079998313E-004,       -1.132961818153633E-002,       -1.380162207773220E-001,        9.476432483946458E-001,       -1.321123690712677E-003,        2.662337570110425E-001,       -1.200887862241761E-001,        2.234816868443202E-001,       -1.546044729886546E-003
        1.310100000000001E+000,       -2.454406692965312E-001,       -2.953275597053931E-002,        1.957205530159358E-001,        2.540336926323383E-004,        1.039846572177609E+000,        8.624936470089812E-001,        1.217627292141984E+000,        3.094198601375561E-004,       -1.134035507965823E-002,       -1.433559115266303E-001,        9.856950201335577E-001,       -1.243003356524502E-003,        2.663051214830792E-001,       -1.199795661619335E-001,        2.239365048436857E-001,       -1.456627393887706E-003
        1.320100000000001E+000,       -2.455541265146026E-001,       -3.099347686689745E-002,        2.057712598645219E-001,        2.419725891581963E-004,        1.042509910356870E+000,        8.612943978420723E-001,        1.219868931057094E+000,        2.952763505296494E-004,       -1.135108792354681E-002,       -1.488062175507568E-001,        1.024584130342457E+000,       -1.170046228613333E-003,        2.663597576503791E-001,       -1.198702519950375E-001,        2.243911969525530E-001,       -1.373006523275015E-003
        1.330100000000001E+000,       -2.456676910445322E-001,       -3.250923370740415E-002,        2.162149612823066E-001,        2.306167895251459E-004,        1.045173712866177E+000,        8.600962422689550E-001,        1.222115116473246E+000,        2.819417749151643E-004,       -1.136181759221450E-002,       -1.543627819792091E-001,        1.064291139597152E+000,       -1.101883569640451E-003,        2.663980556776733E-001,       -1.197608481076620E-001,        2.248458182326607E-001,       -1.294775346312125E-003
        1.340100000000001E+000,       -2.457813628586637E-001,       -3.408107373875487E-002,        2.270597422485559E-001,        2.199200745810747E-004,        1.047837818431801E+000,        8.588991811661119E-001,        1.224365847972325E+000,        2.693641419023179E-004,       -1.137254489312220E-002,       -1.600221899735399E-001,        1.104796553990144E+000,       -1.038174721329692E-003,        2.664204431835885E-001,       -1.196513586014895E-001,        2.253004275155800E-001,       -1.221557586201885E-003
        1.350100000000001E+000,       -2.458951419370777E-001,       -3.571000586043725E-002,        2.383134806718924E-001,        2.098395014557866E-004,        1.050502070235508E+000,        8.577032153703238E-001,        1.226621125761614E+000,        2.574950808383550E-004,       -1.138327056753279E-002,       -1.657803134149307E-001,        1.146078619731130E+000,       -9.786047399717142E-004,        2.664273835326746E-001,       -1.195417873170276E-001,        2.257550958837584E-001,       -1.153004911048404E-003
        1.360100000000001E+000,       -2.460090282669601E-001,       -3.739699885618335E-002,        2.499838324377571E-001,        2.003351564170457E-004,        1.053166316266329E+000,        8.565083456811899E-001,        1.228880950727345E+000,        2.462895743057162E-004,       -1.139399529545210E-002,       -1.716335005689705E-001,        1.188115044470840E+000,       -9.228824286352606E-004,        2.664193743656174E-001,       -1.194321378531153E-001,        2.262098790934862E-001,       -1.088794844799585E-003
        1.370100000000001E+000,       -2.461230218420077E-001,       -3.914297975289825E-002,        2.620782173320948E-001,        1.913699274354304E-004,        1.055830409652506E+000,        8.553145728634384E-001,        1.231145324336158E+000,        2.357057093332760E-004,       -1.140471970024886E-002,       -1.775772340447678E-001,        1.230881172685586E+000,       -8.707383580337530E-004,        2.663969455709280E-001,       -1.193224135850484E-001,        2.266648390809922E-001,       -1.028628624406306E-003
        1.380100000000001E+000,       -2.462371226618867E-001,       -4.094883229038202E-002,        2.746038058280335E-001,        1.829092947219517E-004,        1.058494208974453E+000,        8.541218976491028E-001,        1.233414248684025E+000,        2.257044491713661E-004,       -1.141544435292916E-002,       -1.836071211469442E-001,        1.274351454030912E+000,       -8.219232153243693E-004,        2.663606573198186E-001,       -1.192126176811937E-001,        2.271200404047470E-001,       -9.722294386976118E-004
        1.390100000000001E+000,       -2.463513307317288E-001,       -4.281539551999602E-002,        2.875675067750927E-001,        1.749211377872526E-004,        1.061157578557312E+000,        8.529303207394998E-001,        1.235687726519000E+000,        2.162494229996422E-004,       -1.142616977612007E-002,       -1.897188102705575E-001,        1.318499418079877E+000,       -7.762062132647678E-004,        2.663110978976916E-001,       -1.191027531182867E-001,        2.275755415529777E-001,       -9.193407183180658E-004
        1.400100000000001E+000,       -2.464656460616493E-001,       -4.474346256131290E-002,        3.009759561943076E-001,        1.673755576797294E-004,        1.063820388737374E+000,        8.517398428069378E-001,        1.237965761207775E+000,        2.073067303578271E-004,       -1.143689644779467E-002,       -1.959072652513380E-001,        1.363296684840670E+000,       -7.333735873636908E-004,        2.662488811411587E-001,       -1.189928226956489E-001,        2.280314248914025E-001,       -8.697245044206666E-004
        1.410100000000001E+000,       -2.465800686663646E-001,       -4.673377950752669E-002,        3.148355071647257E-001,        1.602447131124133E-004,        1.066482516109009E+000,        8.505504644968586E-001,        1.240248356912286E+000,        1.988447634072339E-004,       -1.144762480466952E-002,       -2.021679613376338E-001,        1.408714815646030E+000,       -6.932273469759026E-004,        2.661746442411797E-001,       -1.188828290480852E-001,        2.284877585877080E-001,       -8.231601227289410E-004
        1.420100000000001E+000,       -2.466945985647508E-001,       -4.878704446160943E-002,        3.291522205974708E-001,        1.535026693533975E-004,        1.069143843743849E+000,        8.493621864289764E-001,        1.242535518496416E+000,        1.908340405467814E-004,       -1.145835524545440E-002,       -2.084960440583115E-001,        1.454724162233123E+000,       -6.555839900799210E-004,        2.660890450448110E-001,       -1.187727746579685E-001,        2.289446144508456E-001,       -7.794427835796143E-004
        1.430100000000001E+000,       -2.468092357794931E-001,       -5.090390676280956E-002,        3.439318573637120E-001,        1.471252588663180E-004,        1.071804261384442E+000,        8.481750091988985E-001,        1.244827251546540E+000,        1.832470536112153E-004,       -1.146908813382016E-002,       -2.148866011192375E-001,        1.501294359469514E+000,       -6.202733989880896E-004,        2.659927594432869E-001,       -1.186626618663134E-001,        2.294020652405285E-001,       -7.383823922367935E-004
        1.440100000000001E+000,       -2.469239803367506E-001,       -5.308496637241524E-002,        3.591798715392868E-001,        1.410899527083813E-004,        1.074463665611270E+000,        8.469889333794859E-001,        1.247123562381329E+000,        1.760581266015194E-004,       -1.147982380117401E-002,       -2.213346726382492E-001,        1.548394434438153E+000,       -5.871378077870362E-004,        2.658864786807925E-001,       -1.185524928830101E-001,        2.298601841916628E-001,       -6.998024319389909E-004
        1.450100000000001E+000,       -2.470388322658440E-001,       -5.533077344716283E-002,        3.749014049640211E-001,        1.353757418384076E-004,        1.077121959979836E+000,        8.458039595221192E-001,        1.249424458022704E+000,        1.692432846978003E-004,       -1.149056254924079E-002,       -2.278351673742161E-001,        1.595992767621137E+000,       -5.560308478624029E-004,        2.657709065114337E-001,       -1.184422697962998E-001,        2.303190572825283E-001,       -6.635389274952426E-004
        1.460100000000001E+000,       -2.471537915989759E-001,       -5.764182799995294E-002,        3.911012824447201E-001,        1.299630274709737E-004,        1.079779055142614E+000,        8.446200881578619E-001,        1.251729946384738E+000,        1.627801349461197E-004,       -1.150130465246936E-002,       -2.343832305818017E-001,        1.644057764029350E+000,       -5.268166972678700E-004,        2.656467568653241E-001,       -1.183319945814099E-001,        2.307787424049013E-001,       -6.294395321868110E-004
        1.470100000000001E+000,       -2.472688583709651E-001,       -6.001857986939733E-002,        4.077840090890877E-001,        1.248335198648852E-004,        1.082434868924175E+000,        8.434373197985572E-001,        1.254040035952152E+000,        1.566477531504007E-004,       -1.151205036026094E-002,       -2.409737567927469E-001,        1.692557176522503E+000,       -4.993692462648880E-004,        2.655147506963281E-001,       -1.182216691087202E-001,        2.312393101967737E-001,       -5.973626105164278E-004
        1.480100000000001E+000,       -2.473840326190184E-001,       -6.246142875063581E-002,        4.249537681208218E-001,        1.199701447818203E-004,        1.085089326383876E+000,        8.422556549379550E-001,        1.256354735915090E+000,        1.508265809521779E-004,       -1.152279989903613E-002,       -2.476017807652487E-001,        1.741458822379971E+000,       -4.735713868334133E-004,        2.653756135451594E-001,       -1.181112951511875E-001,        2.317008353675629E-001,       -5.671764718769206E-004
        1.490100000000001E+000,       -2.474993143824779E-001,       -6.497072439737683E-002,        4.426144199009401E-001,        1.153569569729262E-004,        1.087742359848128E+000,        8.410750940522959E-001,        1.258674056222129E+000,        1.452983303730476E-004,       -1.153355347420630E-002,       -2.542622992355888E-001,        1.790730378190786E+000,       -4.493143183150607E-004,        2.652300727763158E-001,       -1.180008743912371E-001,        2.321633917889498E-001,       -5.387586131550115E-004
        1.500100000000001E+000,       -2.476147037026535E-001,       -6.754676702425143E-002,        4.607695023741090E-001,        1.109790602455838E-004,        1.090393908916099E+000,        8.398956376015467E-001,        1.260998007547860E+000,        1.400458953704649E-004,       -1.154431127193022E-002,       -2.609503801364624E-001,        1.840339645258164E+000,       -4.264969297014343E-004,        2.650788551566855E-001,       -1.178904084271242E-001,        2.326270516104697E-001,       -5.119950470033575E-004
        1.510100000000001E+000,       -2.477302006226277E-001,       -7.018980784826601E-002,        4.794222325200160E-001,        1.068225334887914E-004,        1.093043920438060E+000,        8.387172860300918E-001,        1.263326601351117E+000,        1.350532695400929E-004,       -1.155507346075542E-002,       -2.676611658225479E-001,        1.890254642607779E+000,       -4.050252243232649E-004,        2.649226846906974E-001,       -1.177798987788600E-001,        2.330918962571431E-001,       -4.867796732118892E-004
        1.520100000000001E+000,       -2.478458051870872E-001,       -7.290004970281000E-002,        4.985755083587131E-001,        1.028743622478730E-004,        1.095692348481432E+000,        8.375400397674717E-001,        1.265659849766185E+000,        1.303054711534562E-004,       -1.156584019331693E-002,       -2.743898195381046E-001,        1.940443576718005E+000,       -3.848117815788709E-004,        2.647622789149426E-001,       -1.176693468935957E-001,        2.335579844114276E-001,       -4.630136929671475E-004
        1.530100000000001E+000,       -2.479615174421707E-001,       -7.567764789515090E-002,        5.182319126871073E-001,        9.912237537373609E-005,        1.098339154258272E+000,        8.363638992291088E-001,        1.267997765555882E+000,        1.257884717018575E-004,       -1.157661160752139E-002,       -2.811316506347744E-001,        1.990875147001786E+000,       -3.657752804273180E-004,        2.645983490563573E-001,       -1.175587541507613E-001,        2.340253874974764E-001,       -4.406050859709064E-004
        1.540100000000001E+000,       -2.480773374353287E-001,       -7.852271110691500E-002,        5.383937171733788E-001,        9.555518636893872E-005,        1.100984306042905E+000,        8.351888648169444E-001,        1.270340362182585E+000,        1.214891313358755E-004,       -1.158738782809771E-002,       -2.878820401055240E-001,        2.041518474152251E+000,       -3.478400403992093E-004,        2.644315957526953E-001,       -1.174481218666889E-001,        2.344941675288060E-001,       -4.194681090216925E-004
        1.550100000000001E+000,       -2.481932652151971E-001,       -8.143530246200179E-002,        5.590628876700942E-001,        9.216213905985813E-005,        1.103627779062273E+000,        8.340149369200571E-001,        1.272687653784144E+000,        1.173951378889192E-004,       -1.159816896759038E-002,       -2.946365224640058E-001,        2.092343318792109E+000,       -3.309356131360847E-004,        2.642627094357573E-001,       -1.173374512989842E-001,        2.349643938775818E-001,       -3.995228478931197E-004
        1.560100000000001E+000,       -2.483093008314875E-001,       -8.441544065745772E-002,        5.802410900285858E-001,        8.893325725386026E-005,        1.106269555374824E+000,        8.328421159152734E-001,        1.275039655151714E+000,        1.134949511051040E-004,       -1.160895512775004E-002,       -3.013906932110371E-001,        2.143319960513942E+000,       -3.149963904865949E-004,        2.640923659905285E-001,       -1.172267436505180E-001,        2.354361310266352E-001,       -3.806947870926173E-004
        1.570100000000001E+000,       -2.484254443348730E-001,       -8.746310119122697E-002,        6.019296966542469E-001,        8.585919808792159E-005,        1.108909623730481E+000,        8.316704021675976E-001,        1.277396381686353E+000,        1.097777505407740E-004,       -1.161974640040171E-002,       -3.081402955528540E-001,        2.194419407945649E+000,       -2.999612569223406E-004,        2.639212269833340E-001,       -1.171160000731489E-001,        2.359094390926144E-001,       -3.629144289768252E-004
        1.580100000000001E+000,       -2.485416957768960E-001,       -9.057821769276291E-002,        6.241297938437169E-001,        8.293120875628249E-005,        1.111547979413932E+000,        8.304997960307138E-001,        1.279757849414842E+000,        1.062333870588509E-004,       -1.163054286844875E-002,       -3.148812134524178E-001,        2.245613434167812E+000,       -2.857732624974062E-004,        2.637499377993331E-001,       -1.170052216711916E-001,        2.363843794066280E-001,       -3.461169335186483E-004
        1.590100000000001E+000,       -2.486580552098769E-001,       -9.376068329599742E-002,        6.468421894909125E-001,        8.014108639304376E-005,        1.114184624078066E+000,        8.293302978473862E-001,        1.282124074971099E+000,        1.028523380134339E-004,       -1.164134460675017E-002,       -3.216094658127489E-001,        2.296874601679539E+000,       -2.723793202986941E-004,        2.635791264685186E-001,       -1.168944095046110E-001,        2.368610120472238E-001,       -3.302417852495997E-004
        1.600100000000001E+000,       -2.487745226868741E-001,       -9.701035207749920E-002,        6.700674213212185E-001,        7.748114087970959E-005,        1.116819565569039E+000,        8.281619079502666E-001,        1.284495075503172E+000,        9.962566580071886E-005,       -1.165215168287250E-002,       -3.283212252408650E-001,        2.348176327203887E+000,       -2.597299285065136E-004,        2.634094029406744E-001,       -1.167835645919605E-001,        2.373393871208685E-001,       -3.152324876375917E-004
        1.610100000000001E+000,       -2.488910982615929E-001,       -1.003270406778764E-001,        6.938057664709457E-001,        7.494416008238129E-005,        1.119452817718414E+000,        8.269946266619699E-001,        1.286870869391400E+000,        9.654497687147834E-005,       -1.166296415806701E-002,       -3.350128049905382E-001,        2.399492922377185E+000,       -2.477789168904121E-004,        2.632413565944737E-001,       -1.166726879134050E-001,        2.378196281254504E-001,       -3.010362779146581E-004
        1.620100000000001E+000,       -2.490077819882899E-001,       -1.037105294806206E-001,        7.180572480872992E-001,        7.252337827061073E-005,        1.122084400187612E+000,        8.258284542953369E-001,        1.289251474871108E+000,        9.360239146535176E-005,       -1.167378208735557E-002,       -3.416806581879155E-001,        2.450799498365360E+000,       -2.364831950017640E-004,        2.630755596849373E-001,       -1.165617804126015E-001,        2.383017176915551E-001,       -2.876038623235752E-004
        1.630100000000001E+000,       -2.491245739217790E-001,       -1.071605641595710E-001,        7.428216445453725E-001,        7.021244577796209E-005,        1.124714338304358E+000,        8.246633911541377E-001,        1.291636911410990E+000,        9.079050146877723E-005,       -1.168460552108450E-002,       -3.483214810822415E-001,        2.502072371440111E+000,       -2.258025613783035E-004,        2.629125607576255E-001,       -1.164508430001117E-001,        2.387858315660114E-001,       -2.748891857159883E-004
        1.640100000000001E+000,       -2.492414741173080E-001,       -1.106768577672715E-001,        7.680985025103252E-001,        6.800540185178030E-005,        1.127342662701693E+000,        8.234994375329256E-001,        1.294027198697496E+000,        8.810235090350382E-005,       -1.169543450332693E-002,       -3.549319776552068E-001,        2.553288316979354E+000,       -2.156994516011271E-004,        2.627529000675285E-001,       -1.163398765541907E-001,        2.392718727473656E-001,       -2.628491772579799E-004
        1.650100000000001E+000,       -2.493584826305331E-001,       -1.142590920509834E-001,        7.938871447250222E-001,        6.589664870740986E-005,        1.129969409173711E+000,        8.223365937174224E-001,        1.296422355130714E+000,        8.553139988408008E-005,       -1.170626907561914E-002,       -3.615090481587493E-001,        2.604425117368331E+000,       -2.061387850589661E-004,        2.625970794305652E-001,       -1.162288819236677E-001,        2.397597445311865E-001,       -2.514435655503789E-004
        1.660100000000001E+000,       -2.494755995175835E-001,       -1.179069178143044E-001,        8.201866712154324E-001,        6.388092740617054E-005,        1.132594618744806E+000,        8.211748599857095E-001,        1.298822400416648E+000,        8.307149096864961E-005,       -1.171710927444081E-002,       -3.680497870758009E-001,        2.655461684657378E+000,       -1.970878041152820E-004,        2.624455979109338E-001,       -1.161178599307600E-001,        2.402496505041976E-001,       -2.406346843506403E-004
        1.670100000000001E+000,       -2.495928248348962E-001,       -1.216199576551372E-001,        8.469959770970681E-001,        6.195329595360243E-005,        1.135218337165661E+000,        8.200142366074110E-001,        1.301227355104460E+000,        8.071683504697776E-005,       -1.172795513335859E-002,       -3.745513970760924E-001,        2.706377636072080E+000,       -1.885158799695577E-004,        2.622989269201729E-001,       -1.160068113714264E-001,        2.407416316994673E-001,       -2.303872823309473E-004
        1.680100000000001E+000,       -2.497101586392247E-001,       -1.253978068612692E-001,        8.743137576459148E-001,        6.010910857343050E-005,        1.137840614839210E+000,        8.188547238443109E-001,        1.303637240137508E+000,        7.846198416307313E-005,       -1.173880668237639E-002,       -3.810111993686110E-001,        2.757153350845328E+000,       -1.803943731604462E-004,        2.621575230244707E-001,       -1.158957370175037E-001,        2.412357259655016E-001,       -2.206683583193691E-004
        1.690100000000001E+000,       -2.498276009876073E-001,       -1.292400346835541E-001,        9.021385160565215E-001,        5.834399650187967E-005,        1.140461506650855E+000,        8.176963219505922E-001,        1.306052076841130E+000,        7.630180969190772E-005,       -1.174966394839583E-002,       -3.874266722334364E-001,        2.807770032092608E+000,       -1.726964984299070E-004,        2.620218268176818E-001,       -1.157846376182442E-001,        2.417319720010957E-001,       -2.114470111087467E-004
        1.700100000000001E+000,       -2.499451519373360E-001,       -1.331461854585194E-001,        9.304685702090157E-001,        5.665385013636238E-005,        1.143081071822103E+000,        8.165390311730504E-001,        1.308471886912151E+000,        7.423148221004049E-005,       -1.176052695532750E-002,       -3.937953636125669E-001,        2.858209431358537E+000,       -1.653971892421082E-004,        2.618922650607718E-001,       -1.156735139017280E-001,        2.422304054065881E-001,       -2.026942872112123E-004
        1.710100000000001E+000,       -2.500628115459312E-001,       -1.371157796076226E-001,        9.593020586293129E-001,        5.503480242657704E-005,        1.145699373782845E+000,        8.153828517513433E-001,        1.310896692395469E+000,        7.224645262776292E-005,       -1.177139572413964E-002,       -4.001149222341814E-001,        2.908453857683461E+000,       -1.584729811914836E-004,        2.617692531591058E-001,       -1.155623665761877E-001,        2.427310602779095E-001,       -1.943830509327768E-004
        1.720100000000001E+000,       -2.501805798710989E-001,       -1.411483144374371E-001,        9.886369451030637E-001,        5.348321342458884E-005,        1.148316480073104E+000,        8.142277839180414E-001,        1.313326515675779E+000,        7.034243463171269E-005,       -1.178227027281597E-002,       -4.063830788350942E-001,        2.958486046702142E+000,       -1.519019000538947E-004,        2.616531983877186E-001,       -1.154511963312406E-001,        2.432339705151526E-001,       -1.864878587651398E-004
        1.730100000000001E+000,       -2.502984569707155E-001,       -1.452432647243566E-001,        1.018471021817936E+000,        5.199565592621491E-005,        1.150932462282187E+000,        8.130738278989786E-001,        1.315761379471619E+000,        6.851538840004847E-005,       -1.179315061617825E-002,       -4.125975985321314E-001,        3.008288923353021E+000,       -1.456633553367619E-004,        2.615445040985287E-001,       -1.153400038390260E-001,        2.437391690826452E-001,       -1.789848393849997E-004
        1.740100000000001E+000,       -2.504164429027881E-001,       -1.494000829928062E-001,        1.048801910382919E+000,        5.056890211965974E-005,        1.153547396034797E+000,        8.119209839133352E-001,        1.318201306829367E+000,        6.676150542221673E-005,       -1.180403676558830E-002,       -4.187562583867038E-001,        3.057845401257452E+000,       -1.397380430818595E-004,        2.614435750077713E-001,       -1.152287897552666E-001,        2.442466886482591E-001,       -1.718515841129808E-004
        1.750100000000001E+000,       -2.505345377254166E-001,       -1.536181994299242E-001,        1.079627060306870E+000,        4.919991118552209E-005,        1.156161361037391E+000,        8.107692521737992E-001,        1.320646321124015E+000,        6.507719439409398E-005,       -1.181492872846551E-002,       -4.248568110451985E-001,        3.107138106616287E+000,       -1.341078541782159E-004,        2.613508240551928E-001,       -1.151175547202538E-001,        2.447565623920823E-001,       -1.650670431225325E-004
        1.760100000000001E+000,       -2.506527414967550E-001,       -1.578970213256223E-001,        1.110943744134411E+000,        4.788581779341390E-005,        1.158774441203297E+000,        8.096186328867567E-001,        1.323096446066390E+000,        6.345906814332913E-005,       -1.182582650756812E-002,       -4.308969217474383E-001,        3.156148970845433E+000,       -1.287557865256304E-004,        2.612666813610434E-001,       -1.150062993597579E-001,        2.452688244229885E-001,       -1.586114253258203E-004
