x, Bphi, vr, vz, rho, Omega, Psi, T, P, Bphi', vr', vz', rho', Omega', Psi', T', P'
        4.839099999999941E+000,       -2.926088685577227E-001,       -3.129159389681169E+000,        2.973913016127426E+001,        2.732532229604977E-006,        2.165147546880775E+000,        5.076993384253936E-001,        2.462620355745889E+000,        6.729192344162620E-006,       -1.556986733775824E-002,       -1.421796112847127E+000,        1.611055991120374E+001,       -1.142240633840284E-006,        4.332427349142168E-001,       -8.163649397454434E-002,        5.279184896054546E-001,       -1.370350748603885E-006
        4.849099999999940E+000,       -2.927646355029780E-001,       -3.143394094018234E+000,        2.990051549913268E+001,        2.721146903515675E-006,        2.169484199407373E+000,        5.068834811940118E-001,        2.467906165896942E+000,        6.715538073205363E-006,       -1.558352341180470E-002,       -1.425145889390940E+000,        1.616653293728357E+001,       -1.134836299964351E-006,        4.340879178430769E-001,       -8.153496312007288E-002,        5.292441241147977E-001,       -1.360518492426847E-006
        4.859099999999940E+000,       -2.929205390636856E-001,       -3.157662331615665E+000,        3.006246135439094E+001,        2.709835269321214E-006,        2.173829308436271E+000,        5.060686389590263E-001,        2.473205250570262E+000,        6.701981666886235E-006,       -1.559719042840906E-002,       -1.428502768114721E+000,        1.622266346582763E+001,       -1.127502108537884E-006,        4.349340341379522E-001,       -8.143349470997614E-002,        5.305733957114978E-001,       -1.350777634202398E-006
        4.869099999999940E+000,       -2.930765793492898E-001,       -3.171964173597301E+000,        3.022496930444665E+001,        2.698596629984943E-006,        2.178182883263927E+000,        5.052548110955987E-001,        2.478517646189390E+000,        6.688522216908661E-006,       -1.561086839128399E-002,       -1.431866769391106E+000,        1.627895197117859E+001,       -1.120237184221051E-006,        4.357810763466882E-001,       -8.133208882298294E-002,        5.319063149279817E-001,       -1.341127040077029E-006
        4.879099999999940E+000,       -2.932327564692732E-001,       -3.186299691291327E+000,        3.038804093147273E+001,        2.687430297152698E-006,        2.182544933112172E+000,        5.044419969780951E-001,        2.483843389284095E+000,        6.675158826209334E-006,       -1.562455730394283E-002,       -1.435237913413400E+000,        1.633539892735910E+001,       -1.113040665102344E-006,        4.366290369566960E-001,       -8.123074553661383E-002,        5.332428923224333E-001,       -1.331565593450187E-006
        4.889099999999940E+000,       -2.933890705331565E-001,       -3.200668956229539E+000,        3.055167782243654E+001,        2.676335591017671E-006,        2.186915467127663E+000,        5.036301959800930E-001,        2.489182516491118E+000,        6.661890608776524E-006,       -1.563825716968653E-002,       -1.438616220217961E+000,        1.639200480828531E+001,       -1.105911702472097E-006,        4.374779083873649E-001,       -8.112946492711821E-002,        5.345831384789267E-001,       -1.322092194707392E-006
        4.899099999999939E+000,       -2.935455216504628E-001,       -3.215072040123026E+000,        3.071588156859035E+001,        2.665311840242136E-006,        2.191294494378418E+000,        5.028194074745821E-001,        2.494535064542652E+000,        6.648716689759231E-006,       -1.565196799190470E-002,       -1.442001709708624E+000,        1.644877008779777E+001,       -1.098849460622749E-006,        4.383276830051444E-001,       -8.102824707108706E-002,        5.359270640021163E-001,       -1.312705760986183E-006
        4.909099999999939E+000,       -2.937021099308110E-001,       -3.229509014924193E+000,        3.088065376688914E+001,        2.654358381682293E-006,        2.195682023861133E+000,        5.020096308334295E-001,        2.499901070299465E+000,        6.635636204528045E-006,       -1.566568977322773E-002,       -1.445394401553674E+000,        1.650569523924904E+001,       -1.091853116477922E-006,        4.391783530867573E-001,       -8.092709204095627E-002,        5.372746795319335E-001,       -1.303405225611709E-006
        4.919099999999939E+000,       -2.938588354837663E-001,       -3.243979952726897E+000,        3.104599601780230E+001,        2.643474560486463E-006,        2.200078064488270E+000,        5.012008654282402E-001,        2.505280570700596E+000,        6.622648299695284E-006,       -1.567942251682415E-002,       -1.448794315345076E+000,        1.656278073613311E+001,       -1.084921859572572E-006,        4.400299108738007E-001,       -8.082599991191131E-002,        5.386259957212477E-001,       -1.294189538209717E-006
        4.929099999999939E+000,       -2.940156984189843E-001,       -3.258484925861089E+000,        3.121190992745058E+001,        2.632659729753388E-006,        2.204482625099365E+000,        5.003931106295293E-001,        2.510673602813015E+000,        6.609752131807661E-006,       -1.569316622513149E-002,       -1.452201470441556E+000,        1.662002705144059E+001,       -1.078054891622198E-006,        4.408823485186343E-001,       -8.072497075515808E-002,        5.399810232573121E-001,       -1.285057664018746E-006
        4.939099999999939E+000,       -2.941726988461261E-001,       -3.273024006837342E+000,        3.137839710641181E+001,        2.621913250531793E-006,        2.208895714453645E+000,        4.995863658072066E-001,        2.516080203804385E+000,        6.596946867827595E-006,       -1.570692090055973E-002,       -1.455615886062255E+000,        1.667743465809005E+001,       -1.071251426426140E-006,        4.417356581105397E-001,       -8.062400464166911E-002,        5.413397728498203E-001,       -1.276008583853207E-006
        4.949099999999938E+000,       -2.943298368748719E-001,       -3.287597268354618E+000,        3.154545916992565E+001,        2.611234491679434E-006,        2.213317341230551E+000,        4.987806303305030E-001,        2.521500410948059E+000,        6.584231684866768E-006,       -1.572068654536644E-002,       -1.459037581259540E+000,        1.673500402872846E+001,       -1.064510689618881E-006,        4.425898316739391E-001,       -8.052310164153170E-002,        5.427022552330307E-001,       -1.267041293755905E-006
        4.959099999999938E+000,       -2.944871126149217E-001,       -3.302204783300448E+000,        3.171309773793105E+001,        2.600622829741727E-006,        2.217747514029284E+000,        4.979759035679632E-001,        2.526934261624250E+000,        6.571605770013626E-006,       -1.573446316163247E-002,       -1.462466574929836E+000,        1.679273563585992E+001,       -1.057831918468580E-006,        4.434448611623318E-001,       -8.042226182382549E-002,        5.440684811661464E-001,       -1.258154804754378E-006
        4.969099999999938E+000,       -2.946445261760017E-001,       -3.316846624754792E+000,        3.188131443518811E+001,        2.590077648824899E-006,        2.222186241368756E+000,        4.971721848874103E-001,        2.532381793323160E+000,        6.559068320123520E-006,       -1.574825075118657E-002,       -1.465902885785339E+000,        1.685062995161142E+001,       -1.051214361642800E-006,        4.443007384599846E-001,       -8.032148525624291E-002,        5.454384614342936E-001,       -1.249348142533648E-006
        4.979099999999938E+000,       -2.948020776678653E-001,       -3.331522865990932E+000,        3.205011089133345E+001,        2.579598340478266E-006,        2.226633531687106E+000,        4.963694736559383E-001,        2.537843043646563E+000,        6.546618541648372E-006,       -1.576204931557227E-002,       -1.469346532374735E+000,        1.690868744796350E+001,       -1.044657279023772E-006,        4.451574553720180E-001,       -8.022077200492506E-002,        5.468122068487912E-001,       -1.240620347224828E-006
        4.989099999999937E+000,       -2.949597672002304E-001,       -3.346233580431680E+000,        3.221948873993576E+001,        2.569184303667881E-006,        2.231089393336301E+000,        4.955677692402758E-001,        2.543318050286285E+000,        6.534255650943756E-006,       -1.577585885658875E-002,       -1.472797533123313E+000,        1.696690859674722E+001,       -1.038159941567491E-006,        4.460150036554065E-001,       -8.012012213730201E-002,        5.481897282400118E-001,       -1.231970473246556E-006
        4.999099999999937E+000,       -2.951175948828932E-001,       -3.360978841726327E+000,        3.238944962024572E+001,        2.558834944508941E-006,        2.235553834590290E+000,        4.947670710061258E-001,        2.548806851064910E+000,        6.521978873288737E-006,       -1.578967937527886E-002,       -1.476255906226178E+000,        1.702529386931413E+001,       -1.031721630974722E-006,        4.468733749689134E-001,       -8.001953571681070E-002,        5.495710364706576E-001,       -1.223397588809117E-006
        5.009099999999937E+000,       -2.952755608256549E-001,       -3.375758723702133E+000,        3.255999517615658E+001,        2.548549676253808E-006,        2.240026863638840E+000,        4.939673783185884E-001,        2.554309483912170E+000,        6.509787443251223E-006,       -1.580351087252507E-002,       -1.479721669710214E+000,        1.708384373672488E+001,       -1.025341639583584E-006,        4.477325609006668E-001,       -7.991901280603533E-002,        5.509561424275049E-001,       -1.214900775824737E-006
        5.019099999999937E+000,       -2.954336651382936E-001,       -3.390573300344247E+000,        3.273112705578678E+001,        2.538327919221432E-006,        2.244508488584892E+000,        4.931686905423218E-001,        2.559825986855573E+000,        6.497680604737872E-006,       -1.581735334928465E-002,       -1.483194841476370E+000,        1.714255866997847E+001,       -1.019019270224494E-006,        4.485925529749399E-001,       -7.981855346793106E-002,        5.523450570187867E-001,       -1.206479129752522E-006
        5.029099999999937E+000,       -2.955919079306005E-001,       -3.405422645818932E+000,        3.290284691203016E+001,        2.528169100644635E-006,        2.248998717446606E+000,        4.923710070413354E-001,        2.565356398033389E+000,        6.485657610600763E-006,       -1.583120680627046E-002,       -1.486675439246540E+000,        1.720143913971613E+001,       -1.012753835980637E-006,        4.494533426412020E-001,       -7.971815776417139E-002,        5.537377911781345E-001,       -1.198131759250015E-006
        5.039099999999936E+000,       -2.957502893123781E-001,       -3.420306834472576E+000,        3.307515640256956E+001,        2.518072654567445E-006,        2.253497558156667E+000,        4.915743271789959E-001,        2.570900755695291E+000,        6.473717722500929E-006,       -1.584507124394041E-002,       -1.490163480563472E+000,        1.726048561624129E+001,       -1.006544660012335E-006,        4.503149212715225E-001,       -7.961782575510658E-002,        5.551343558645596E-001,       -1.189857785953313E-006
        5.049099999999936E+000,       -2.959088093934389E-001,       -3.435225940830767E+000,        3.324805718989295E+001,        2.508038021744094E-006,        2.258005018561572E+000,        4.907786503180336E-001,        2.576459098203063E+000,        6.461860210773636E-006,       -1.585894666248494E-002,       -1.493658982794371E+000,        1.731969856953307E+001,       -1.000391075380727E-006,        4.511772801590268E-001,       -7.951755749971375E-002,        5.565347620624009E-001,       -1.181656344251017E-006
        5.059099999999936E+000,       -2.960674682835995E-001,       -3.450180039594188E+000,        3.342155094123812E+001,        2.498064649545518E-006,        2.262521106420574E+000,        4.899839758205763E-001,        2.582031464029650E+000,        6.450084354326627E-006,       -1.587283306185549E-002,       -1.497161963137940E+000,        1.737907846931761E+001,       -9.942924248875482E-007,        4.520404105157786E-001,       -7.941735305575592E-002,        5.579390207808760E-001,       -1.173526581091238E-006
        5.069099999999936E+000,       -2.962262660926612E-001,       -3.465169205624814E+000,        3.359563932831753E+001,        2.488151991884438E-006,        2.267045829403679E+000,        4.891903030482601E-001,        2.587617891753101E+000,        6.438389440631404E-006,       -1.588673044191462E-002,       -1.500672438627066E+000,        1.743862578495718E+001,       -9.882480609116520E-007,        4.529043034848593E-001,       -7.931721248056987E-002,        5.593471430525702E-001,       -1.165467655764177E-006
        5.079099999999936E+000,       -2.963852029304193E-001,       -3.480193513951687E+000,        3.377032402748134E+001,        2.478299509106514E-006,        2.271579195091709E+000,        4.883976313621722E-001,        2.593218420060656E+000,        6.426774765526516E-006,       -1.590063880234091E-002,       -1.504190426129519E+000,        1.749834098554185E+001,       -9.822573452436688E-007,        4.537689501303026E-001,       -7.921713583057860E-002,        5.607591399344536E-001,       -1.157478739699213E-006
        5.089099999999935E+000,       -2.965442789066810E-001,       -3.495253039783065E+000,        3.394560672002549E+001,        2.468506667873008E-006,        2.276121210976853E+000,        4.876059601227481E-001,        2.598833087756189E+000,        6.415239632968867E-006,       -1.591455814245278E-002,       -1.507715942319344E+000,        1.755822453971545E+001,       -9.763196488943073E-007,        4.546343414312616E-001,       -7.911712316040524E-002,        5.621750225093020E-001,       -1.149559016197160E-006
        5.099099999999935E+000,       -2.967034941312448E-001,       -3.510347858492601E+000,        3.412148909191990E+001,        2.458772941090712E-006,        2.280671884460611E+000,        4.868152886898860E-001,        2.604461933754265E+000,        6.403783355029828E-006,       -1.592848846135713E-002,       -1.511249003700906E+000,        1.761827691581833E+001,       -9.704343519635102E-007,        4.555004682849564E-001,       -7.901717452364784E-002,        5.635948018841969E-001,       -1.141707680284207E-006
        5.109099999999935E+000,       -2.968628487139023E-001,       -3.525478045620277E+000,        3.429797283386559E+001,        2.449097807817311E-006,        2.285231222853261E+000,        4.860256164229356E-001,        2.610104997081805E+000,        6.392405251754637E-006,       -1.594242975791290E-002,       -1.514789626594454E+000,        1.767849858174723E+001,       -9.646008434708004E-007,        4.563673215083648E-001,       -7.891728997270889E-002,        5.650184891907305E-001,       -1.133923938479193E-006
        5.119099999999935E+000,       -2.970223427644020E-001,       -3.540643676846635E+000,        3.447505964074899E+001,        2.439480753212542E-006,        2.289799233370800E+000,        4.852369426809059E-001,        2.615762316865774E+000,        6.381104651261430E-006,       -1.595638203102961E-002,       -1.518337827184681E+000,        1.773889000522612E+001,       -9.588185212514419E-007,        4.572348918467123E-001,       -7.881746956031888E-002,        5.664460955827666E-001,       -1.126207008695936E-006
        5.129099999999934E+000,       -2.971819763924949E-001,       -3.555844828023230E+000,        3.465275121235860E+001,        2.429921268397135E-006,        2.294375923137249E+000,        4.844492668222014E-001,        2.621433932350053E+000,        6.369880889340023E-006,       -1.597034527926629E-002,       -1.521893621457054E+000,        1.779945165346095E+001,       -9.530867917453768E-007,        4.581031699587818E-001,       -7.871771333750466E-002,        5.678776322395371E-001,       -1.118556119930122E-006
        5.139099999999934E+000,       -2.973417497079417E-001,       -3.571081575179238E+000,        3.483104925357471E+001,        2.420418850354694E-006,        2.298961299184477E+000,        4.836625882045698E-001,        2.627119882900200E+000,        6.358733309273040E-006,       -1.598431950072413E-002,       -1.525457025191999E+000,        1.786018399316089E+001,       -9.474050698455080E-007,        4.589721464082563E-001,       -7.861802135306578E-002,        5.693131103660172E-001,       -1.110970512067616E-006
        5.149099999999934E+000,       -2.975016628204581E-001,       -3.586353994482248E+000,        3.500995547352415E+001,        2.410973001908196E-006,        2.303555368447892E+000,        4.828769061854262E-001,        2.632820207984248E+000,        6.347661262052204E-006,       -1.599830469350641E-002,       -1.529028054018662E+000,        1.792108749071662E+001,       -9.417727788079982E-007,        4.598418116859143E-001,       -7.851839365591885E-002,        5.707525411897071E-001,       -1.103449435796298E-006
        5.159099999999934E+000,       -2.976617158397815E-001,       -3.601662162286170E+000,        3.518947158669608E+001,        2.401583231558533E-006,        2.308158137770064E+000,        4.820922201214514E-001,        2.638534947198854E+000,        6.336664105848401E-006,       -1.601230085510393E-002,       -1.532606723338495E+000,        1.798216261191303E+001,       -9.361893500403518E-007,        4.607121561785978E-001,       -7.841883029200436E-002,        5.721959359643739E-001,       -1.095992152298869E-006
        5.169099999999934E+000,       -2.978219088755640E-001,       -3.617006155054854E+000,        3.536959931125825E+001,        2.392249053519921E-006,        2.312769613893257E+000,        4.813085293692219E-001,        2.644264140230709E+000,        6.325741206533727E-006,       -1.602630798330881E-002,       -1.536193048443691E+000,        1.804340982239875E+001,       -9.306542230742252E-007,        4.615831702111417E-001,       -7.831933130890711E-002,        5.736433059645755E-001,       -1.088597933277650E-006
        5.179099999999933E+000,       -2.979822420374418E-001,       -3.632386049409405E+000,        3.555034037015101E+001,        2.382969987562423E-006,        2.317389803463059E+000,        4.805258332848014E-001,        2.650007826882111E+000,        6.314891937163148E-006,       -1.604032607561330E-002,       -1.539787044425660E+000,        1.810482958723837E+001,       -9.251668453483038E-007,        4.624548440214047E-001,       -7.821989675282784E-002,        5.750946624893855E-001,       -1.081266060625290E-006
        5.189099999999933E+000,       -2.981427154350311E-001,       -3.647801922125432E+000,        3.573169649106383E+001,        2.373745558935249E-006,        2.322018713027409E+000,        4.797441312237593E-001,        2.655766047070791E+000,        6.304115677882591E-006,       -1.605435512921936E-002,       -1.543388726195859E+000,        1.816642237110493E+001,       -9.197266720909160E-007,        4.633271677537052E-001,       -7.812052666864161E-002,        5.765500168621497E-001,       -1.073995826293895E-006
        5.199099999999933E+000,       -2.983033291779730E-001,       -3.663253850166523E+000,        3.591366940723435E+001,        2.364575298238021E-006,        2.326656349038471E+000,        4.789634225409005E-001,        2.661538840848780E+000,        6.293411815550388E-006,       -1.606839514060231E-002,       -1.546998108407775E+000,        1.822818863780473E+001,       -9.143331661227224E-007,        4.642001314455353E-001,       -7.802122109774517E-002,        5.780093804320849E-001,       -1.066786531992294E-006
        5.209099999999933E+000,       -2.984640833757974E-001,       -3.678741910586997E+000,        3.609626085528951E+001,        2.355458741485771E-006,        2.331302717843875E+000,        4.781837065910646E-001,        2.667326248352833E+000,        6.282779744399157E-006,       -1.608244610667058E-002,       -1.550615205630583E+000,        1.829012885117309E+001,       -9.089857978885086E-007,        4.650737250705261E-001,       -7.792198008386064E-002,        5.794727645690743E-001,       -1.059637489330810E-006
        5.219099999999933E+000,       -2.986249781380529E-001,       -3.694266180623242E+000,        3.627947257734039E+001,        2.346395429897320E-006,        2.335957825693542E+000,        4.774049827283575E-001,        2.673128309853201E+000,        6.272218865201632E-006,       -1.609650802363336E-002,       -1.554240032174468E+000,        1.835224347413815E+001,       -9.036840451743980E-007,        4.659479384959557E-001,       -7.782280366739304E-002,        5.809401806684998E-001,       -1.052548019354051E-006
        5.229099999999932E+000,       -2.987860135742062E-001,       -3.709826737622237E+000,        3.646330631940650E+001,        2.337384909922388E-006,        2.340621678733143E+000,        4.766272503067414E-001,        2.678945065717549E+000,        6.261728585718253E-006,       -1.611058088784095E-002,       -1.557872602219301E+000,        1.841453296939497E+001,       -8.984273931009275E-007,        4.668227615132770E-001,       -7.772369188962776E-002,        5.824116401478774E-001,       -1.045517452608414E-006
        5.239099999999932E+000,       -2.989471897937234E-001,       -3.725423659099183E+000,        3.664776383275433E+001,        2.328426733084580E-006,        2.345294283007930E+000,        4.758505086795490E-001,        2.684776556442276E+000,        6.251308320146440E-006,       -1.612466469506403E-002,       -1.561512929699061E+000,        1.847699779877749E+001,       -8.932153339040896E-007,        4.676981838108882E-001,       -7.762464478916127E-002,        5.838871544493028E-001,       -1.038545128796018E-006
        5.249099999999932E+000,       -2.991085069060316E-001,       -3.741057022711273E+000,        3.683284687334756E+001,        2.319520455945561E-006,        2.349975644459743E+000,        4.750747571997054E-001,        2.690622822640186E+000,        6.240957489217773E-006,       -1.613875944078402E-002,       -1.565161028374802E+000,        1.853963842376802E+001,       -8.880473668758128E-007,        4.685741949755783E-001,       -7.752566240335797E-002,        5.853667350381653E-001,       -1.031630396750495E-006
        5.259099999999932E+000,       -2.992699650204558E-001,       -3.756726906210873E+000,        3.701855720081782E+001,        2.310665640095984E-006,        2.354665768922876E+000,        4.742999952200988E-001,        2.696483905017009E+000,        6.230675520437917E-006,       -1.615286512073071E-002,       -1.568816911857123E+000,        1.860245530531367E+001,       -8.829229982778537E-007,        4.694507845310876E-001,       -7.742674477102300E-002,        5.868503934019131E-001,       -1.024772614314981E-006
        5.269099999999932E+000,       -2.994315642463269E-001,       -3.772433387522634E+000,        3.720489658024853E+001,        2.301861851978841E-006,        2.359364662129051E+000,        4.735262220929365E-001,        2.702359844413027E+000,        6.220461847413949E-006,       -1.616698172993514E-002,       -1.572480593522428E+000,        1.866544890369488E+001,       -8.778417411475695E-007,        4.703279418809627E-001,       -7.732789192772074E-002,        5.883381410523197E-001,       -1.017971148074325E-006
        5.279099999999931E+000,       -2.995933046929246E-001,       -3.788176544703721E+000,        3.739186678131821E+001,        2.293108662873925E-006,        2.364072329703515E+000,        4.727534371700782E-001,        2.708250681783666E+000,        6.210315910047803E-006,       -1.618110926317581E-002,       -1.576152086541952E+000,        1.872861967847455E+001,       -8.728031152197968E-007,        4.712056563369701E-001,       -7.722910390800992E-002,        5.898299895240908E-001,       -1.011225373256393E-006
        5.289099999999931E+000,       -2.997551864694661E-001,       -3.803956455935369E+000,        3.757946957814523E+001,        2.284405648839816E-006,        2.368788777163656E+000,        4.719816398030957E-001,        2.714156458196270E+000,        6.200237154496357E-006,       -1.619524771505592E-002,       -1.579831403906022E+000,        1.879196808868721E+001,       -8.678066468366923E-007,        4.720839171169021E-001,       -7.713038074582881E-002,        5.913259503747086E-001,       -1.004534673635901E-006
        5.299099999999931E+000,       -2.999172096850948E-001,       -3.819773199514012E+000,        3.776770674912122E+001,        2.275752390656781E-006,        2.373514009917651E+000,        4.712108293433376E-001,        2.720077214826588E+000,        6.190225033132848E-006,       -1.620939708008390E-002,       -1.583518558426134E+000,        1.885549459277547E+001,       -8.628518688415131E-007,        4.729627133510437E-001,       -7.703172247489944E-002,        5.928260351843913E-001,       -9.978984413918802E-007
        5.309099999999931E+000,       -3.000793744489213E-001,       -3.835626853880493E+000,        3.795658007761443E+001,        2.267148473722321E-006,        2.378248033265643E+000,        4.704410051416810E-001,        2.726012992975461E+000,        6.180279004245564E-006,       -1.622355735230089E-002,       -1.587213562696632E+000,        1.891919964850114E+001,       -8.579383204429327E-007,        4.738420340592700E-001,       -7.693312912691072E-002,        5.943302555563960E-001,       -9.913160769272991E-007
        5.319099999999930E+000,       -3.002416808699748E-001,       -3.851517497585411E+000,        3.814609135121989E+001,        2.258593488029530E-006,        2.382990852396528E+000,        4.696721665488127E-001,        2.731963834051822E+000,        6.170398532182556E-006,       -1.623772852566533E-002,       -1.590916429126243E+000,        1.898308371295613E+001,       -8.530655471409451E-007,        4.747218681743497E-001,       -7.683460073341891E-002,        5.958386231165749E-001,       -9.847869887771143E-007
        5.329099999999930E+000,       -3.004041290572318E-001,       -3.867445209309035E+000,        3.833624236225051E+001,        2.250087028077012E-006,        2.387742472388459E+000,        4.689043129150562E-001,        2.737929779584459E+000,        6.160583087120147E-006,       -1.625191059379207E-002,       -1.594627169910742E+000,        1.904714724249063E+001,       -8.482331006040342E-007,        4.756022045257079E-001,       -7.673613732458051E-002,        5.973511495134751E-001,       -9.783105934458839E-007
        5.339099999999930E+000,       -3.005667191196272E-001,       -3.883410067870616E+000,        3.852703490799362E+001,        2.241628692794260E-006,        2.392502898208453E+000,        4.681374435902955E-001,        2.743910871228375E+000,        6.150832144910174E-006,       -1.626610354981400E-002,       -1.598345797020226E+000,        1.911139069266720E+001,       -8.434405385579530E-007,        4.764830318312775E-001,       -7.663773892849994E-002,        5.988678464180491E-001,       -9.718863152612777E-007
        5.349099999999930E+000,       -3.007294511659996E-001,       -3.899412152188106E+000,        3.871847078982980E+001,        2.233218085528160E-006,        2.397272134708991E+000,        4.673715579242969E-001,        2.749907150744752E+000,        6.141145187257014E-006,       -1.628030738683206E-002,       -1.602072322248549E+000,        1.917581451843061E+001,       -8.386874247321175E-007,        4.773643387192600E-001,       -7.653940557342949E-002,        6.003887255236278E-001,       -9.655135863239830E-007
        5.359099999999930E+000,       -3.008923253051064E-001,       -3.915451541287932E+000,        3.891055181349079E+001,        2.224854813968550E-006,        2.402050186627877E+000,        4.666066552666167E-001,        2.755918660007297E+000,        6.131521701559275E-006,       -1.629452209777495E-002,       -1.605806757193023E+000,        1.924041917399040E+001,       -8.339733287463995E-007,        4.782461137222881E-001,       -7.644113728709298E-002,        6.019137985459945E-001,       -9.591918463514508E-007
        5.369099999999929E+000,       -3.010553416456641E-001,       -3.931528314335404E+000,        3.910327978979767E+001,        2.216538490051581E-006,        2.406837058589067E+000,        4.658427349663486E-001,        2.761945441019774E+000,        6.121961180625066E-006,       -1.630874767501455E-002,       -1.609549113216744E+000,        1.930520511273980E+001,       -8.292978259882973E-007,        4.791283452526661E-001,       -7.634293409483774E-002,        6.034430772228544E-001,       -9.529205425163626E-007
        5.379099999999929E+000,       -3.012185002962934E-001,       -3.947642550594725E+000,        3.929665653378736E+001,        2.208268729947147E-006,        2.411632755099387E+000,        4.650797963724463E-001,        2.767987535896162E+000,        6.112463122842352E-006,       -1.632298411080663E-002,       -1.613299401477867E+000,        1.937017278721444E+001,       -8.246604975500935E-007,        4.800110216312508E-001,       -7.624479602178764E-002,        6.049765733141019E-001,       -9.466991293644771E-007
        5.389099999999929E+000,       -3.013818013655491E-001,       -3.963794329450108E+000,        3.949068386523606E+001,        2.200045153975320E-006,        2.416437280548821E+000,        4.643178388335423E-001,        2.774044986873196E+000,        6.103027031958063E-006,       -1.633723139701767E-002,       -1.617057632919504E+000,        1.943532264916552E+001,       -8.200609301234557E-007,        4.808941310667096E-001,       -7.614672309153180E-002,        6.065142986013795E-001,       -9.405270686848376E-007
        5.399099999999929E+000,       -3.015452449619015E-001,       -3.979983730393163E+000,        3.968536360841180E+001,        2.191867386562940E-006,        2.421250639208831E+000,        4.635568616980457E-001,        2.780117836305045E+000,        6.093652417072830E-006,       -1.635148952524476E-002,       -1.620823818270801E+000,        1.950065514951192E+001,       -8.154987159195368E-007,        4.817776616621429E-001,       -7.604871532671863E-002,        6.080562648880892E-001,       -9.344038294082871E-007
        5.409099999999929E+000,       -3.017088311936901E-001,       -3.996210832986552E+000,        3.988069759127288E+001,        2.183735056226633E-006,        2.426072835229671E+000,        4.627968643144232E-001,        2.786206126645067E+000,        6.084338792777943E-006,       -1.636575848721615E-002,       -1.624597968102231E+000,        1.956617073855925E+001,       -8.109734526184468E-007,        4.826616014348175E-001,       -7.595077275097953E-002,        6.096024840003349E-001,       -9.283288875576534E-007
        5.419099999999928E+000,       -3.018725601692446E-001,       -4.012475716955033E+000,        4.007668764760812E+001,        2.175647795415484E-006,        2.430903872644039E+000,        4.620378460304545E-001,        2.792309900495979E+000,        6.075085678517849E-006,       -1.638003827369768E-002,       -1.628380092670967E+000,        1.963186986528303E+001,       -8.064847431757718E-007,        4.835459382635665E-001,       -7.585289538371329E-002,        6.111529677842263E-001,       -9.223017259472822E-007
        5.429099999999928E+000,       -3.020364319967462E-001,       -4.028778462082543E+000,        4.027333561471020E+001,        2.167605240569439E-006,        2.435743755360838E+000,        4.612798061940650E-001,        2.798429200556219E+000,        6.065892599132387E-006,       -1.639432887566619E-002,       -1.632170202094091E+000,        1.969775297817198E+001,       -8.020321958615591E-007,        4.844306599394739E-001,       -7.575508324570812E-002,        6.127077281085495E-001,       -9.163218342997251E-007
        5.439099999999928E+000,       -3.022004467843097E-001,       -4.045119148272626E+000,        4.047064333480631E+001,        2.159607031998388E-006,        2.440592487167267E+000,        4.605227441528232E-001,        2.804564069653604E+000,        6.056759084412604E-006,       -1.640863028357776E-002,       -1.635968306224149E+000,        1.976382052452681E+001,       -7.976154240936279E-007,        4.853157541373849E-001,       -7.565733635566363E-002,        6.142667768628062E-001,       -9.103887089786093E-007
        5.449099999999928E+000,       -3.023646046399312E-001,       -4.061497855509375E+000,        4.066861265419890E+001,        2.151652813870450E-006,        2.445450071725983E+000,        4.597666592542485E-001,        2.810714550725787E+000,        6.047684669252078E-006,       -1.642294248779486E-002,       -1.639774414727418E+000,        1.983007295090903E+001,       -7.932340464083425E-007,        4.862012084295364E-001,       -7.555965473223222E-002,        6.158301259583610E-001,       -9.045018529865218E-007
        5.459099999999927E+000,       -3.025289056715589E-001,       -4.077914663911070E+000,        4.086724542455141E+001,        2.143742234102746E-006,        2.450316512576409E+000,        4.590115508453735E-001,        2.816880686850616E+000,        6.038668893257969E-006,       -1.643726547793290E-002,       -1.643588536980094E+000,        1.989651070260502E+001,       -7.888876863148394E-007,        4.870870102560180E-001,       -7.546203839093965E-002,        6.173977873260126E-001,       -8.986607757421801E-007
        5.469099999999927E+000,       -3.026933499869660E-001,       -4.094369653634793E+000,        4.106654350072072E+001,        2.135874944408690E-006,        2.455191813129610E+000,        4.582574182735061E-001,        2.823062521196114E+000,        6.029711301221604E-006,       -1.645159924394010E-002,       -1.647410682227634E+000,        1.996313422438536E+001,       -7.845759723228097E-007,        4.879731469732082E-001,       -7.536448734930756E-002,        6.189697729198189E-001,       -8.928649931697461E-007
        5.479099999999927E+000,       -3.028579376938665E-001,       -4.110862904962050E+000,        4.126650874277872E+001,        2.128050600157731E-006,        2.460075976671027E+000,        4.575042608855212E-001,        2.829260097067965E+000,        6.020811442552695E-006,       -1.646594377507751E-002,       -1.651240859421851E+000,        2.002994395964625E+001,       -7.802985377602239E-007,        4.888596058097832E-001,       -7.526700162204147E-002,        6.205460947132210E-001,       -8.871140274054757E-007
        5.489099999999927E+000,       -3.030226688998796E-001,       -4.127394498273478E+000,        4.146714301547794E+001,        2.120268860351592E-006,        2.464969006358132E+000,        4.567520780280677E-001,        2.835473457897553E+000,        6.011968871350487E-006,       -1.648029906017978E-002,       -1.655079077270645E+000,        2.009694035070520E+001,       -7.760550207316738E-007,        4.897463738734444E-001,       -7.516958122228602E-002,        6.221267646996633E-001,       -8.814074067688180E-007
