 x, Bphi, vr, vz, rho, Omega, Psi, T, P
 0.3382100E+01, -.2769940E+00, -.1692435E+02, 0.7501832E+02, 0.1226782E-03, 0.1698246E+01, 0.4537319E+00, 0.2851129E+01, 0.3497707E-03
 0.3392100E+01, -.2774472E+00, -.1722398E+02, 0.7642414E+02, 0.1211687E-03, 0.1710324E+01, 0.4504794E+00, 0.2878472E+01, 0.3487802E-03
 0.3402100E+01, -.2779005E+00, -.1752871E+02, 0.7785524E+02, 0.1196828E-03, 0.1722593E+01, 0.4472332E+00, 0.2906224E+01, 0.3478244E-03
 0.3412100E+01, -.2783539E+00, -.1783864E+02, 0.7931220E+02, 0.1182198E-03, 0.1735057E+01, 0.4439934E+00, 0.2934392E+01, 0.3469027E-03
 0.3422100E+01, -.2788074E+00, -.1815392E+02, 0.8079568E+02, 0.1167792E-03, 0.1747723E+01, 0.4407600E+00, 0.2962985E+01, 0.3460144E-03
 0.3432100E+01, -.2792608E+00, -.1847467E+02, 0.8230631E+02, 0.1153603E-03, 0.1760596E+01, 0.4375330E+00, 0.2992013E+01, 0.3451590E-03
 0.3442100E+01, -.2797140E+00, -.1880102E+02, 0.8384478E+02, 0.1139627E-03, 0.1773680E+01, 0.4343124E+00, 0.3021484E+01, 0.3443358E-03
 0.3452100E+01, -.2801670E+00, -.1913312E+02, 0.8541178E+02, 0.1125857E-03, 0.1786983E+01, 0.4310982E+00, 0.3051407E+01, 0.3435442E-03
 0.3462100E+01, -.2806196E+00, -.1947112E+02, 0.8700803E+02, 0.1112289E-03, 0.1800510E+01, 0.4278904E+00, 0.3081793E+01, 0.3427837E-03
 0.3472100E+01, -.2810718E+00, -.1981517E+02, 0.8863428E+02, 0.1098917E-03, 0.1814269E+01, 0.4246892E+00, 0.3112650E+01, 0.3420538E-03
 0.3482100E+01, -.2815233E+00, -.2016542E+02, 0.9029130E+02, 0.1085737E-03, 0.1828265E+01, 0.4214943E+00, 0.3143990E+01, 0.3413539E-03
 0.3492100E+01, -.2819742E+00, -.2052204E+02, 0.9197990E+02, 0.1072744E-03, 0.1842506E+01, 0.4183059E+00, 0.3175822E+01, 0.3406837E-03
 0.3502100E+01, -.2824242E+00, -.2088520E+02, 0.9370091E+02, 0.1059933E-03, 0.1856999E+01, 0.4151240E+00, 0.3208158E+01, 0.3400425E-03
 0.3512100E+01, -.2828732E+00, -.2125507E+02, 0.9545520E+02, 0.1047299E-03, 0.1871752E+01, 0.4119486E+00, 0.3241008E+01, 0.3394299E-03
 0.3522100E+01, -.2833210E+00, -.2163184E+02, 0.9724366E+02, 0.1034840E-03, 0.1886773E+01, 0.4087796E+00, 0.3274383E+01, 0.3388456E-03
 0.3532100E+01, -.2837676E+00, -.2201571E+02, 0.9906723E+02, 0.1022549E-03, 0.1902071E+01, 0.4056171E+00, 0.3308296E+01, 0.3382890E-03
 0.3542100E+01, -.2842127E+00, -.2240686E+02, 0.1009269E+03, 0.1010424E-03, 0.1917655E+01, 0.4024610E+00, 0.3342759E+01, 0.3377598E-03
 0.3552100E+01, -.2846562E+00, -.2280551E+02, 0.1028236E+03, 0.9984604E-04, 0.1933535E+01, 0.3993115E+00, 0.3377783E+01, 0.3372576E-03
 0.3562100E+01, -.2850978E+00, -.2321187E+02, 0.1047585E+03, 0.9866540E-04, 0.1949719E+01, 0.3961684E+00, 0.3413382E+01, 0.3367821E-03
 0.3572100E+01, -.2855374E+00, -.2362617E+02, 0.1067326E+03, 0.9750012E-04, 0.1966220E+01, 0.3930318E+00, 0.3449569E+01, 0.3363328E-03
 0.3582100E+01, -.2859747E+00, -.2404864E+02, 0.1087471E+03, 0.9634985E-04, 0.1983048E+01, 0.3899016E+00, 0.3486358E+01, 0.3359095E-03
 0.3592100E+01, -.2864096E+00, -.2447953E+02, 0.1108031E+03, 0.9521423E-04, 0.2000214E+01, 0.3867779E+00, 0.3523763E+01, 0.3355117E-03
 0.3602100E+01, -.2868418E+00, -.2491910E+02, 0.1129020E+03, 0.9409292E-04, 0.2017731E+01, 0.3836606E+00, 0.3561798E+01, 0.3351393E-03
 0.3612100E+01, -.2872710E+00, -.2536762E+02, 0.1150449E+03, 0.9298557E-04, 0.2035613E+01, 0.3805497E+00, 0.3600478E+01, 0.3347919E-03
 0.3622100E+01, -.2876969E+00, -.2582536E+02, 0.1172333E+03, 0.9189187E-04, 0.2053873E+01, 0.3774452E+00, 0.3639819E+01, 0.3344692E-03
 0.3632100E+01, -.2881193E+00, -.2629263E+02, 0.1194686E+03, 0.9081150E-04, 0.2072526E+01, 0.3743471E+00, 0.3679837E+01, 0.3341709E-03
 0.3642100E+01, -.2885379E+00, -.2676974E+02, 0.1217523E+03, 0.8974414E-04, 0.2091588E+01, 0.3712554E+00, 0.3720549E+01, 0.3338968E-03
 0.3652100E+01, -.2889523E+00, -.2725701E+02, 0.1240860E+03, 0.8868949E-04, 0.2111075E+01, 0.3681699E+00, 0.3761972E+01, 0.3336467E-03
 0.3662100E+01, -.2893621E+00, -.2775478E+02, 0.1264712E+03, 0.8764726E-04, 0.2131006E+01, 0.3650908E+00, 0.3804123E+01, 0.3334203E-03
 0.3672100E+01, -.2897670E+00, -.2826342E+02, 0.1289097E+03, 0.8661716E-04, 0.2151399E+01, 0.3620179E+00, 0.3847021E+01, 0.3332174E-03
 0.3682100E+01, -.2901665E+00, -.2878331E+02, 0.1314033E+03, 0.8559891E-04, 0.2172274E+01, 0.3589513E+00, 0.3890685E+01, 0.3330378E-03
 0.3692100E+01, -.2905603E+00, -.2931485E+02, 0.1339539E+03, 0.8459222E-04, 0.2193654E+01, 0.3558908E+00, 0.3935136E+01, 0.3328813E-03
 0.3702100E+01, -.2909477E+00, -.2985846E+02, 0.1365636E+03, 0.8359684E-04, 0.2215561E+01, 0.3528364E+00, 0.3980393E+01, 0.3327477E-03
 0.3712100E+01, -.2913284E+00, -.3041460E+02, 0.1392345E+03, 0.8261250E-04, 0.2238021E+01, 0.3497881E+00, 0.4026479E+01, 0.3326368E-03
 0.3722100E+01, -.2917018E+00, -.3098375E+02, 0.1419687E+03, 0.8163893E-04, 0.2261060E+01, 0.3467459E+00, 0.4073415E+01, 0.3325486E-03
 0.3732100E+01, -.2920672E+00, -.3156639E+02, 0.1447687E+03, 0.8067589E-04, 0.2284707E+01, 0.3437095E+00, 0.4121224E+01, 0.3324828E-03
 0.3742100E+01, -.2924241E+00, -.3216308E+02, 0.1476371E+03, 0.7972312E-04, 0.2308993E+01, 0.3406790E+00, 0.4169931E+01, 0.3324393E-03
 0.3752100E+01, -.2927716E+00, -.3277439E+02, 0.1505764E+03, 0.7878038E-04, 0.2333952E+01, 0.3376543E+00, 0.4219561E+01, 0.3324180E-03
 0.3762100E+01, -.2931091E+00, -.3340092E+02, 0.1535895E+03, 0.7784744E-04, 0.2359620E+01, 0.3346353E+00, 0.4270140E+01, 0.3324188E-03
 0.3772100E+01, -.2934358E+00, -.3404333E+02, 0.1566795E+03, 0.7692404E-04, 0.2386037E+01, 0.3316219E+00, 0.4321695E+01, 0.3324416E-03
 0.3782100E+01, -.2937506E+00, -.3470230E+02, 0.1598495E+03, 0.7600996E-04, 0.2413245E+01, 0.3286140E+00, 0.4374255E+01, 0.3324863E-03
 0.3792100E+01, -.2940527E+00, -.3537859E+02, 0.1631031E+03, 0.7510498E-04, 0.2441291E+01, 0.3256114E+00, 0.4427849E+01, 0.3325529E-03
 0.3802100E+01, -.2943410E+00, -.3607300E+02, 0.1664439E+03, 0.7420885E-04, 0.2470226E+01, 0.3226140E+00, 0.4482510E+01, 0.3326412E-03
 0.3812100E+01, -.2946142E+00, -.3678638E+02, 0.1698759E+03, 0.7332135E-04, 0.2500105E+01, 0.3196218E+00, 0.4538269E+01, 0.3327514E-03
 0.3822100E+01, -.2948712E+00, -.3751966E+02, 0.1734033E+03, 0.7244226E-04, 0.2530990E+01, 0.3166344E+00, 0.4595161E+01, 0.3328832E-03
 0.3832100E+01, -.2951103E+00, -.3827384E+02, 0.1770308E+03, 0.7157135E-04, 0.2562948E+01, 0.3136518E+00, 0.4653223E+01, 0.3330368E-03
 0.3842100E+01, -.2953302E+00, -.3905002E+02, 0.1807633E+03, 0.7070841E-04, 0.2596051E+01, 0.3106738E+00, 0.4712491E+01, 0.3332121E-03
 0.3852100E+01, -.2955290E+00, -.3984935E+02, 0.1846062E+03, 0.6985321E-04, 0.2630382E+01, 0.3077002E+00, 0.4773007E+01, 0.3334092E-03
 0.3862100E+01, -.2957049E+00, -.4067314E+02, 0.1885653E+03, 0.6900552E-04, 0.2666031E+01, 0.3047306E+00, 0.4834812E+01, 0.3336281E-03
 0.3872100E+01, -.2958556E+00, -.4152277E+02, 0.1926469E+03, 0.6816513E-04, 0.2703099E+01, 0.3017650E+00, 0.4897950E+01, 0.3338688E-03
 0.3882100E+01, -.2959787E+00, -.4239978E+02, 0.1968580E+03, 0.6733181E-04, 0.2741697E+01, 0.2988029E+00, 0.4962470E+01, 0.3341315E-03
 0.3892100E+01, -.2960717E+00, -.4330585E+02, 0.2012061E+03, 0.6650532E-04, 0.2781950E+01, 0.2958442E+00, 0.5028422E+01, 0.3344162E-03
 0.3902100E+01, -.2961314E+00, -.4424282E+02, 0.2056996E+03, 0.6568545E-04, 0.2823998E+01, 0.2928884E+00, 0.5095857E+01, 0.3347230E-03
 0.3912100E+01, -.2961544E+00, -.4521275E+02, 0.2103477E+03, 0.6487196E-04, 0.2868001E+01, 0.2899351E+00, 0.5164834E+01, 0.3350522E-03
 0.3922100E+01, -.2961369E+00, -.4621790E+02, 0.2151605E+03, 0.6406460E-04, 0.2914137E+01, 0.2869841E+00, 0.5235412E+01, 0.3354039E-03
 0.3932100E+01, -.2960744E+00, -.4726080E+02, 0.2201492E+03, 0.6326313E-04, 0.2962610E+01, 0.2840348E+00, 0.5307656E+01, 0.3357783E-03
 0.3942100E+01, -.2959620E+00, -.4834428E+02, 0.2253266E+03, 0.6246730E-04, 0.3013652E+01, 0.2810867E+00, 0.5381637E+01, 0.3361757E-03
 0.3952100E+01, -.2957938E+00, -.4947150E+02, 0.2307066E+03, 0.6167684E-04, 0.3067530E+01, 0.2781393E+00, 0.5457427E+01, 0.3365962E-03
 0.3962100E+01, -.2955632E+00, -.5064605E+02, 0.2363051E+03, 0.6089148E-04, 0.3124551E+01, 0.2751919E+00, 0.5535109E+01, 0.3370403E-03
 0.3972100E+01, -.2952625E+00, -.5187200E+02, 0.2421400E+03, 0.6011093E-04, 0.3185073E+01, 0.2722438E+00, 0.5614769E+01, 0.3375083E-03
 0.3982100E+01, -.2948824E+00, -.5315396E+02, 0.2482318E+03, 0.5933489E-04, 0.3249511E+01, 0.2692943E+00, 0.5696502E+01, 0.3380007E-03
 0.3992100E+01, -.2944125E+00, -.5449727E+02, 0.2546039E+03, 0.5856302E-04, 0.3318357E+01, 0.2663424E+00, 0.5780412E+01, 0.3385178E-03
 0.4002100E+01, -.2938399E+00, -.5590806E+02, 0.2612831E+03, 0.5779499E-04, 0.3392191E+01, 0.2633873E+00, 0.5866612E+01, 0.3390602E-03
 0.4012100E+01, -.2931495E+00, -.5739346E+02, 0.2683006E+03, 0.5703042E-04, 0.3471704E+01, 0.2604276E+00, 0.5955228E+01, 0.3396285E-03
 0.4022100E+01, -.2923231E+00, -.5896183E+02, 0.2756931E+03, 0.5626890E-04, 0.3557732E+01, 0.2574623E+00, 0.6046398E+01, 0.3402235E-03
 0.4032100E+01, -.2913383E+00, -.6062307E+02, 0.2835034E+03, 0.5550998E-04, 0.3651291E+01, 0.2544896E+00, 0.6140276E+01, 0.3408460E-03
 0.4042100E+01, -.2901678E+00, -.6238894E+02, 0.2917828E+03, 0.5475317E-04, 0.3753628E+01, 0.2515080E+00, 0.6237034E+01, 0.3414968E-03
 0.4052100E+01, -.2887772E+00, -.6427366E+02, 0.3005928E+03, 0.5399791E-04, 0.3866301E+01, 0.2485155E+00, 0.6336869E+01, 0.3421770E-03
 0.4062100E+01, -.2871233E+00, -.6629452E+02, 0.3100084E+03, 0.5324356E-04, 0.3991272E+01, 0.2455098E+00, 0.6440002E+01, 0.3428880E-03
 0.4072100E+01, -.2851504E+00, -.6847287E+02, 0.3201216E+03, 0.5248940E-04, 0.4131061E+01, 0.2424880E+00, 0.6546688E+01, 0.3436311E-03
 0.4082100E+01, -.2827857E+00, -.7083544E+02, 0.3310478E+03, 0.5173459E-04, 0.4288956E+01, 0.2394469E+00, 0.6657224E+01, 0.3444081E-03
 0.4092100E+01, -.2799321E+00, -.7341626E+02, 0.3429333E+03, 0.5097813E-04, 0.4469342E+01, 0.2363827E+00, 0.6771957E+01, 0.3452210E-03
 0.4102100E+01, -.2764566E+00, -.7625945E+02, 0.3559676E+03, 0.5021883E-04, 0.4678205E+01, 0.2332904E+00, 0.6891301E+01, 0.3460724E-03
 0.4112100E+01, -.2721719E+00, -.7942344E+02, 0.3704010E+03, 0.4945523E-04, 0.4923956E+01, 0.2301641E+00, 0.7015758E+01, 0.3469653E-03
 0.4122100E+01, -.2668056E+00, -.8298763E+02, 0.3865736E+03, 0.4868553E-04, 0.5218830E+01, 0.2269964E+00, 0.7145944E+01, 0.3479034E-03
 0.4132100E+01, -.2599432E+00, -.8706312E+02, 0.4049600E+03, 0.4790741E-04, 0.5581381E+01, 0.2237774E+00, 0.7282635E+01, 0.3488916E-03
 0.4142100E+01, -.2509214E+00, -.9181077E+02, 0.4262467E+03, 0.4711784E-04, 0.6041271E+01, 0.2204945E+00, 0.7426838E+01, 0.3499359E-03
 0.4152100E+01, -.2386029E+00, -.9747305E+02, 0.4514669E+03, 0.4631270E-04, 0.6649260E+01, 0.2171302E+00, 0.7579891E+01, 0.3510446E-03
 0.4162100E+01, -.2208528E+00, -.1044316E+03, 0.4822456E+03, 0.4548620E-04, 0.7500483E+01, 0.2136600E+00, 0.7743654E+01, 0.3522288E-03
 0.4172100E+01, -.1931143E+00, -.1133065E+03, 0.5212217E+03, 0.4462980E-04, 0.8797699E+01, 0.2100478E+00, 0.7920818E+01, 0.3535039E-03
 0.4182100E+01, -.1435718E+00, -.1250204E+03, 0.5723317E+03, 0.4373064E-04, 0.1106588E+02, 0.2062405E+00, 0.8115394E+01, 0.3548908E-03
 0.4192100E+01, -.2990466E-01, -.1387899E+03, 0.6324030E+03, 0.4277311E-04, 0.1618305E+02, 0.2021783E+00, 0.8332423E+01, 0.3564030E-03
 0.4268559E+01, -.5178381E-01, -.1390597E+03, 0.6545972E+03, 0.3545760E-04, 0.1510340E+02, 0.2005485E+00, 0.8422383E+01, 0.2986375E-03
 0.4311458E+01, -.2319167E+00, -.1174342E+03, 0.5717918E+03, 0.3301767E-04, 0.6820360E+01, 0.1880193E+00, 0.9174969E+01, 0.3029361E-03
 0.4354789E+01, -.2652351E+00, -.1123180E+03, 0.5586205E+03, 0.3109078E-04, 0.5397830E+01, 0.1779064E+00, 0.9873244E+01, 0.3069668E-03
 0.4398556E+01, -.2808355E+00, -.1121350E+03, 0.5666747E+03, 0.2940616E-04, 0.4789866E+01, 0.1689424E+00, 0.1057421E+02, 0.3109469E-03
 0.4442762E+01, -.2904201E+00, -.1140674E+03, 0.5842064E+03, 0.2787730E-04, 0.4452133E+01, 0.1607171E+00, 0.1129812E+02, 0.3149610E-03
 0.4487412E+01, -.2971474E+00, -.1171983E+03, 0.6074452E+03, 0.2646376E-04, 0.4238584E+01, 0.1530407E+00, 0.1205605E+02, 0.3190483E-03
 0.4532511E+01, -.3022516E+00, -.1211376E+03, 0.6348284E+03, 0.2514266E-04, 0.4092430E+01, 0.1458077E+00, 0.1285584E+02, 0.3232301E-03
 0.4578064E+01, -.3063218E+00, -.1256924E+03, 0.6656168E+03, 0.2389952E-04, 0.3986654E+01, 0.1389524E+00, 0.1370401E+02, 0.3275193E-03
 0.4624074E+01, -.3096773E+00, -.1307576E+03, 0.6994400E+03, 0.2272445E-04, 0.3906632E+01, 0.1324307E+00, 0.1460647E+02, 0.3319240E-03
 0.4670547E+01, -.3125076E+00, -.1362726E+03, 0.7361148E+03, 0.2161027E-04, 0.3843690E+01, 0.1262114E+00, 0.1556897E+02, 0.3364498E-03
 0.4717487E+01, -.3149330E+00, -.1422012E+03, 0.7755624E+03, 0.2055160E-04, 0.3792327E+01, 0.1202714E+00, 0.1659725E+02, 0.3411001E-03
 0.4764898E+01, -.3170342E+00, -.1485218E+03, 0.8177663E+03, 0.1954420E-04, 0.3748871E+01, 0.1145926E+00, 0.1769719E+02, 0.3458774E-03
 0.4812786E+01, -.3188673E+00, -.1552214E+03, 0.8627503E+03, 0.1858465E-04, 0.3710768E+01, 0.1091607E+00, 0.1887489E+02, 0.3507832E-03
 0.4861156E+01, -.3204734E+00, -.1622932E+03, 0.9105643E+03, 0.1767011E-04, 0.3676188E+01, 0.1039639E+00, 0.2013673E+02, 0.3558181E-03
 0.4910011E+01, -.3218832E+00, -.1697337E+03, 0.9612775E+03, 0.1679815E-04, 0.3643790E+01, 0.9899191E-01, 0.2148941E+02, 0.3609824E-03
 0.4959358E+01, -.3231207E+00, -.1775424E+03, 0.1014973E+04, 0.1596668E-04, 0.3612575E+01, 0.9423588E-01, 0.2294001E+02, 0.3662759E-03
 0.5009200E+01, -.3242048E+00, -.1857202E+03, 0.1071743E+04, 0.1517382E-04, 0.3581793E+01, 0.8968775E-01, 0.2449600E+02, 0.3716979E-03
 0.5059543E+01, -.3251512E+00, -.1942695E+03, 0.1131691E+04, 0.1441786E-04, 0.3550879E+01, 0.8534008E-01, 0.2616528E+02, 0.3772474E-03
 0.5110392E+01, -.3259729E+00, -.2031936E+03, 0.1194924E+04, 0.1369726E-04, 0.3519410E+01, 0.8118589E-01, 0.2795619E+02, 0.3829232E-03
 0.5161753E+01, -.3266810E+00, -.2124962E+03, 0.1261557E+04, 0.1301055E-04, 0.3487076E+01, 0.7721853E-01, 0.2987759E+02, 0.3887238E-03
 0.5213629E+01, -.3272852E+00, -.2221816E+03, 0.1331710E+04, 0.1235636E-04, 0.3453653E+01, 0.7343156E-01, 0.3193882E+02, 0.3946474E-03
 0.5266027E+01, -.3277941E+00, -.2322543E+03, 0.1405506E+04, 0.1173337E-04, 0.3418991E+01, 0.6981871E-01, 0.3414977E+02, 0.4006921E-03
 0.5318951E+01, -.3282153E+00, -.2427190E+03, 0.1483075E+04, 0.1114035E-04, 0.3382997E+01, 0.6637386E-01, 0.3652091E+02, 0.4068557E-03
 0.5372408E+01, -.3285556E+00, -.2535805E+03, 0.1564547E+04, 0.1057607E-04, 0.3345625E+01, 0.6309096E-01, 0.3906326E+02, 0.4131359E-03
 0.5426401E+01, -.3288213E+00, -.2648437E+03, 0.1650059E+04, 0.1003937E-04, 0.3306869E+01, 0.5996405E-01, 0.4178850E+02, 0.4195302E-03
 0.5480938E+01, -.3290180E+00, -.2765133E+03, 0.1739751E+04, 0.9529108E-05, 0.3266754E+01, 0.5698727E-01, 0.4470891E+02, 0.4260360E-03
 0.5536022E+01, -.3291509E+00, -.2885943E+03, 0.1833764E+04, 0.9044177E-05, 0.3225329E+01, 0.5415480E-01, 0.4783746E+02, 0.4326505E-03
 0.5591660E+01, -.3292246E+00, -.3010911E+03, 0.1932244E+04, 0.8583503E-05, 0.3182665E+01, 0.5146094E-01, 0.5118781E+02, 0.4393707E-03
 0.5647857E+01, -.3292436E+00, -.3140084E+03, 0.2035339E+04, 0.8146036E-05, 0.3138849E+01, 0.4890006E-01, 0.5477434E+02, 0.4461937E-03
 0.5704619E+01, -.3292116E+00, -.3273506E+03, 0.2143201E+04, 0.7730757E-05, 0.3093977E+01, 0.4646661E-01, 0.5861216E+02, 0.4531164E-03
 0.5761951E+01, -.3291323E+00, -.3411219E+03, 0.2255985E+04, 0.7336675E-05, 0.3048156E+01, 0.4415518E-01, 0.6271716E+02, 0.4601354E-03
 0.5819860E+01, -.3290089E+00, -.3553263E+03, 0.2373846E+04, 0.6962824E-05, 0.3001498E+01, 0.4196044E-01, 0.6710602E+02, 0.4672474E-03
 0.5878351E+01, -.3288443E+00, -.3699675E+03, 0.2496944E+04, 0.6608270E-05, 0.2954118E+01, 0.3987720E-01, 0.7179624E+02, 0.4744490E-03
 0.5937429E+01, -.3286411E+00, -.3850490E+03, 0.2625441E+04, 0.6272107E-05, 0.2906131E+01, 0.3790040E-01, 0.7680617E+02, 0.4817366E-03
 0.5997101E+01, -.3284018E+00, -.4005740E+03, 0.2759499E+04, 0.5953459E-05, 0.2857653E+01, 0.3602513E-01, 0.8215503E+02, 0.4891065E-03
 0.6057373E+01, -.3281283E+00, -.4165454E+03, 0.2899285E+04, 0.5651478E-05, 0.2808797E+01, 0.3424660E-01, 0.8786290E+02, 0.4965552E-03
 0.6118251E+01, -.3278227E+00, -.4329658E+03, 0.3044965E+04, 0.5365347E-05, 0.2759673E+01, 0.3256019E-01, 0.9395080E+02, 0.5040786E-03
 0.6179740E+01, -.3274864E+00, -.4498372E+03, 0.3196710E+04, 0.5094281E-05, 0.2710387E+01, 0.3096144E-01, 0.1004407E+03, 0.5116730E-03
 0.6241847E+01, -.3271211E+00, -.4671616E+03, 0.3354689E+04, 0.4837522E-05, 0.2661039E+01, 0.2944603E-01, 0.1073555E+03, 0.5193344E-03
 0.6304579E+01, -.3267279E+00, -.4849403E+03, 0.3519074E+04, 0.4594345E-05, 0.2611726E+01, 0.2800981E-01, 0.1147190E+03, 0.5270586E-03
 0.6367941E+01, -.3263080E+00, -.5031742E+03, 0.3690038E+04, 0.4364052E-05, 0.2562537E+01, 0.2664879E-01, 0.1225562E+03, 0.5348414E-03
 0.6431940E+01, -.3258622E+00, -.5218640E+03, 0.3867755E+04, 0.4145978E-05, 0.2513555E+01, 0.2535915E-01, 0.1308928E+03, 0.5426788E-03
 0.6496582E+01, -.3253915E+00, -.5410095E+03, 0.4052398E+04, 0.3939485E-05, 0.2464858E+01, 0.2413722E-01, 0.1397559E+03, 0.5505662E-03
 0.6561874E+01, -.3248964E+00, -.5606105E+03, 0.4244143E+04, 0.3743963E-05, 0.2416518E+01, 0.2297948E-01, 0.1491733E+03, 0.5584993E-03
 0.6627822E+01, -.3243774E+00, -.5806659E+03, 0.4443165E+04, 0.3558832E-05, 0.2368600E+01, 0.2188258E-01, 0.1591740E+03, 0.5664735E-03
 0.6694432E+01, -.3238351E+00, -.6011742E+03, 0.4649637E+04, 0.3383538E-05, 0.2321163E+01, 0.2084332E-01, 0.1697880E+03, 0.5744843E-03
 0.6761713E+01, -.3232698E+00, -.6221334E+03, 0.4863736E+04, 0.3217554E-05, 0.2274261E+01, 0.1985866E-01, 0.1810465E+03, 0.5825269E-03
 0.6829669E+01, -.3226817E+00, -.6435409E+03, 0.5085634E+04, 0.3060378E-05, 0.2227942E+01, 0.1892569E-01, 0.1929816E+03, 0.5905965E-03
 0.6898308E+01, -.3220710E+00, -.6653935E+03, 0.5315504E+04, 0.2911534E-05, 0.2182249E+01, 0.1804163E-01, 0.2056264E+03, 0.5986884E-03
 0.6967637E+01, -.3214378E+00, -.6876876E+03, 0.5553519E+04, 0.2770570E-05, 0.2137219E+01, 0.1720387E-01, 0.2190154E+03, 0.6067974E-03
 0.7037663E+01, -.3207821E+00, -.7104185E+03, 0.5799850E+04, 0.2637056E-05, 0.2092885E+01, 0.1640991E-01, 0.2331837E+03, 0.6149185E-03
 0.7108393E+01, -.3201039E+00, -.7335815E+03, 0.6054664E+04, 0.2510586E-05, 0.2049275E+01, 0.1565738E-01, 0.2481678E+03, 0.6230466E-03
 0.7179834E+01, -.3194032E+00, -.7571707E+03, 0.6318128E+04, 0.2390773E-05, 0.2006414E+01, 0.1494404E-01, 0.2640052E+03, 0.6311764E-03
 0.7251992E+01, -.3186798E+00, -.7811799E+03, 0.6590408E+04, 0.2277252E-05, 0.1964321E+01, 0.1426776E-01, 0.2807342E+03, 0.6393026E-03
 0.7324876E+01, -.3179335E+00, -.8056022E+03, 0.6871666E+04, 0.2169679E-05, 0.1923013E+01, 0.1362652E-01, 0.2983943E+03, 0.6474196E-03
 0.7398492E+01, -.3171642E+00, -.8304299E+03, 0.7162059E+04, 0.2067724E-05, 0.1882504E+01, 0.1301841E-01, 0.3170258E+03, 0.6555220E-03
 0.7472848E+01, -.3163717E+00, -.8556546E+03, 0.7461745E+04, 0.1971081E-05, 0.1842803E+01, 0.1244164E-01, 0.3366702E+03, 0.6636040E-03
 0.7547951E+01, -.3155556E+00, -.8812673E+03, 0.7770875E+04, 0.1879455E-05, 0.1803917E+01, 0.1189448E-01, 0.3573696E+03, 0.6716600E-03
 0.7623810E+01, -.3147157E+00, -.9072583E+03, 0.8089597E+04, 0.1792571E-05, 0.1765851E+01, 0.1137533E-01, 0.3791672E+03, 0.6796840E-03
 0.7700430E+01, -.3138518E+00, -.9336171E+03, 0.8418056E+04, 0.1710167E-05, 0.1728608E+01, 0.1088266E-01, 0.4021071E+03, 0.6876703E-03
 0.7777821E+01, -.3129634E+00, -.9603326E+03, 0.8756391E+04, 0.1631998E-05, 0.1692187E+01, 0.1041503E-01, 0.4262338E+03, 0.6956126E-03
 0.7855989E+01, -.3120502E+00, -.9873929E+03, 0.9104737E+04, 0.1557830E-05, 0.1656586E+01, 0.9971070E-02, 0.4515928E+03, 0.7035049E-03
 0.7934943E+01, -.3111119E+00, -.1014785E+04, 0.9463223E+04, 0.1487444E-05, 0.1621803E+01, 0.9549501E-02, 0.4782304E+03, 0.7113410E-03
 0.8014691E+01, -.3101481E+00, -.1042496E+04, 0.9831973E+04, 0.1420633E-05, 0.1587832E+01, 0.9149107E-02, 0.5061931E+03, 0.7191145E-03
 0.8095240E+01, -.3091584E+00, -.1070512E+04, 0.1021110E+05, 0.1357200E-05, 0.1554665E+01, 0.8768739E-02, 0.5355284E+03, 0.7268190E-03
 0.8176598E+01, -.3081424E+00, -.1098818E+04, 0.1060073E+05, 0.1296961E-05, 0.1522297E+01, 0.8407316E-02, 0.5662838E+03, 0.7344479E-03
 0.8258774E+01, -.3070997E+00, -.1127398E+04, 0.1100095E+05, 0.1239742E-05, 0.1490718E+01, 0.8063814E-02, 0.5985075E+03, 0.7419948E-03
 0.8341776E+01, -.3060298E+00, -.1156236E+04, 0.1141186E+05, 0.1185378E-05, 0.1459918E+01, 0.7737271E-02, 0.6322477E+03, 0.7494528E-03
 0.8425613E+01, -.3049324E+00, -.1185314E+04, 0.1183356E+05, 0.1133715E-05, 0.1429886E+01, 0.7426775E-02, 0.6675531E+03, 0.7568152E-03
 0.8510292E+01, -.3038071E+00, -.1214616E+04, 0.1226613E+05, 0.1084606E-05, 0.1400612E+01, 0.7131468E-02, 0.7044723E+03, 0.7640750E-03
 0.8595821E+01, -.3026533E+00, -.1244122E+04, 0.1270963E+05, 0.1037913E-05, 0.1372083E+01, 0.6850539E-02, 0.7430538E+03, 0.7712255E-03
 0.8682211E+01, -.3014706E+00, -.1273814E+04, 0.1316414E+05, 0.9935065E-06, 0.1344288E+01, 0.6583223E-02, 0.7833460E+03, 0.7782593E-03
 0.8769468E+01, -.3002586E+00, -.1303670E+04, 0.1362972E+05, 0.9512626E-06, 0.1317212E+01, 0.6328799E-02, 0.8253972E+03, 0.7851695E-03
 0.8857603E+01, -.2990168E+00, -.1333671E+04, 0.1410640E+05, 0.9110660E-06, 0.1290845E+01, 0.6086584E-02, 0.8692552E+03, 0.7919488E-03
 0.8946623E+01, -.2977448E+00, -.1363794E+04, 0.1459423E+05, 0.8728073E-06, 0.1265171E+01, 0.5855938E-02, 0.9149670E+03, 0.7985899E-03
 0.9036539E+01, -.2964420E+00, -.1394019E+04, 0.1509324E+05, 0.8363834E-06, 0.1240177E+01, 0.5636252E-02, 0.9625793E+03, 0.8050853E-03
