 x, Bphi, vr, vz, rho, Omega, Psi, T, P
 0.4001000E+00, -.2802995E+00, 0.5790117E+00, -.2261807E+00, 0.3920953E+00, 0.9057386E+00, 0.9819553E+00, 0.1024452E+01, 0.4016832E+00
 0.4101000E+00, -.2823364E+00, 0.5510166E+00, -.2201625E+00, 0.3727783E+00, 0.9043917E+00, 0.9810898E+00, 0.1025651E+01, 0.3823408E+00
 0.4201000E+00, -.2841805E+00, 0.5231707E+00, -.2136259E+00, 0.3540542E+00, 0.9032957E+00, 0.9802100E+00, 0.1026873E+01, 0.3635689E+00
 0.4301000E+00, -.2858459E+00, 0.4956373E+00, -.2066445E+00, 0.3359547E+00, 0.9024456E+00, 0.9793166E+00, 0.1028116E+01, 0.3454006E+00
 0.4401000E+00, -.2873465E+00, 0.4685659E+00, -.1992918E+00, 0.3185045E+00, 0.9018343E+00, 0.9784101E+00, 0.1029380E+01, 0.3278623E+00
 0.4501000E+00, -.2886961E+00, 0.4420904E+00, -.1916405E+00, 0.3017219E+00, 0.9014525E+00, 0.9774914E+00, 0.1030663E+01, 0.3109739E+00
 0.4601000E+00, -.2899079E+00, 0.4163267E+00, -.1837604E+00, 0.2856184E+00, 0.9012890E+00, 0.9765610E+00, 0.1031966E+01, 0.2947488E+00
 0.4701000E+00, -.2909945E+00, 0.3913724E+00, -.1757168E+00, 0.2702000E+00, 0.9013317E+00, 0.9756196E+00, 0.1033287E+01, 0.2791945E+00
 0.4801000E+00, -.2919678E+00, 0.3673068E+00, -.1675705E+00, 0.2554669E+00, 0.9015675E+00, 0.9746678E+00, 0.1034626E+01, 0.2643131E+00
 0.4901000E+00, -.2928391E+00, 0.3441906E+00, -.1593762E+00, 0.2414148E+00, 0.9019830E+00, 0.9737062E+00, 0.1035982E+01, 0.2501017E+00
 0.5001000E+00, -.2936188E+00, 0.3220678E+00, -.1511824E+00, 0.2280349E+00, 0.9025646E+00, 0.9727354E+00, 0.1037354E+01, 0.2365532E+00
 0.5101000E+00, -.2943165E+00, 0.3009668E+00, -.1430315E+00, 0.2153148E+00, 0.9032988E+00, 0.9717560E+00, 0.1038741E+01, 0.2236566E+00
 0.5201000E+00, -.2949412E+00, 0.2809016E+00, -.1349594E+00, 0.2032390E+00, 0.9041727E+00, 0.9707685E+00, 0.1040143E+01, 0.2113980E+00
 0.5301000E+00, -.2955008E+00, 0.2618742E+00, -.1269961E+00, 0.1917896E+00, 0.9051738E+00, 0.9697733E+00, 0.1041559E+01, 0.1997605E+00
 0.5401000E+00, -.2960029E+00, 0.2438756E+00, -.1191657E+00, 0.1809465E+00, 0.9062903E+00, 0.9687712E+00, 0.1042989E+01, 0.1887254E+00
 0.5501000E+00, -.2964540E+00, 0.2268883E+00, -.1114873E+00, 0.1706882E+00, 0.9075112E+00, 0.9677624E+00, 0.1044431E+01, 0.1782724E+00
 0.5601000E+00, -.2968600E+00, 0.2108874E+00, -.1039747E+00, 0.1609922E+00, 0.9088262E+00, 0.9667475E+00, 0.1045886E+01, 0.1683798E+00
 0.5701000E+00, -.2972265E+00, 0.1958423E+00, -.9663758E-01, 0.1518352E+00, 0.9102259E+00, 0.9657268E+00, 0.1047353E+01, 0.1590252E+00
 0.5801000E+00, -.2975581E+00, 0.1817178E+00, -.8948181E-01, 0.1431933E+00, 0.9117017E+00, 0.9647009E+00, 0.1048831E+01, 0.1501858E+00
 0.5901000E+00, -.2978591E+00, 0.1684758E+00, -.8250973E-01, 0.1350429E+00, 0.9132458E+00, 0.9636700E+00, 0.1050319E+01, 0.1418385E+00
 0.6001000E+00, -.2981333E+00, 0.1560757E+00, -.7572075E-01, 0.1273603E+00, 0.9148511E+00, 0.9626346E+00, 0.1051818E+01, 0.1339601E+00
 0.6101000E+00, -.2983840E+00, 0.1444759E+00, -.6911179E-01, 0.1201220E+00, 0.9165112E+00, 0.9615949E+00, 0.1053327E+01, 0.1265280E+00
 0.6201000E+00, -.2986143E+00, 0.1336339E+00, -.6267760E-01, 0.1133051E+00, 0.9182204E+00, 0.9605514E+00, 0.1054846E+01, 0.1195196E+00
 0.6301000E+00, -.2988267E+00, 0.1235074E+00, -.5641115E-01, 0.1068874E+00, 0.9199736E+00, 0.9595042E+00, 0.1056373E+01, 0.1129132E+00
 0.6401000E+00, -.2990236E+00, 0.1140546E+00, -.5030389E-01, 0.1008472E+00, 0.9217662E+00, 0.9584538E+00, 0.1057909E+01, 0.1066874E+00
 0.6501000E+00, -.2992069E+00, 0.1052343E+00, -.4434606E-01, 0.9516370E-01, 0.9235942E+00, 0.9574003E+00, 0.1059454E+01, 0.1008217E+00
 0.6601000E+00, -.2993784E+00, 0.9700680E-01, -.3852690E-01, 0.8981678E-01, 0.9254540E+00, 0.9563441E+00, 0.1061006E+01, 0.9529628E-01
 0.6701000E+00, -.2995396E+00, 0.8933356E-01, -.3283487E-01, 0.8478725E-01, 0.9273424E+00, 0.9552853E+00, 0.1062567E+01, 0.9009219E-01
 0.6801000E+00, -.2996920E+00, 0.8217762E-01, -.2725780E-01, 0.8005677E-01, 0.9292565E+00, 0.9542242E+00, 0.1064135E+01, 0.8519125E-01
 0.6901000E+00, -.2998367E+00, 0.7550367E-01, -.2178309E-01, 0.7560787E-01, 0.9311939E+00, 0.9531609E+00, 0.1065710E+01, 0.8057608E-01
 0.7001000E+00, -.2999748E+00, 0.6927804E-01, -.1639775E-01, 0.7142394E-01, 0.9331523E+00, 0.9520958E+00, 0.1067292E+01, 0.7623020E-01
 0.7101000E+00, -.3001071E+00, 0.6346883E-01, -.1108859E-01, 0.6748920E-01, 0.9351298E+00, 0.9510289E+00, 0.1068880E+01, 0.7213788E-01
 0.7201000E+00, -.3002344E+00, 0.5804580E-01, -.5842217E-02, 0.6378874E-01, 0.9371247E+00, 0.9499605E+00, 0.1070476E+01, 0.6828428E-01
 0.7301000E+00, -.3003575E+00, 0.5298046E-01, -.6451944E-03, 0.6030844E-01, 0.9391353E+00, 0.9488906E+00, 0.1072077E+01, 0.6465526E-01
 0.7401000E+00, -.3004769E+00, 0.4824592E-01, 0.4515983E-02, 0.5703495E-01, 0.9411604E+00, 0.9478195E+00, 0.1073685E+01, 0.6123750E-01
 0.7501000E+00, -.3005931E+00, 0.4381693E-01, 0.9654761E-02, 0.5395571E-01, 0.9431987E+00, 0.9467473E+00, 0.1075299E+01, 0.5801841E-01
 0.7601000E+00, -.3007066E+00, 0.3966974E-01, 0.1478458E-01, 0.5105887E-01, 0.9452492E+00, 0.9456741E+00, 0.1076918E+01, 0.5498610E-01
 0.7701000E+00, -.3008177E+00, 0.3578215E-01, 0.1991874E-01, 0.4833326E-01, 0.9473109E+00, 0.9446000E+00, 0.1078543E+01, 0.5212935E-01
 0.7801000E+00, -.3009269E+00, 0.3213328E-01, 0.2507051E-01, 0.4576838E-01, 0.9493830E+00, 0.9435253E+00, 0.1080173E+01, 0.4943762E-01
 0.7901000E+00, -.3010343E+00, 0.2870366E-01, 0.3025298E-01, 0.4335437E-01, 0.9514646E+00, 0.9424499E+00, 0.1081809E+01, 0.4690096E-01
 0.8001000E+00, -.3011403E+00, 0.2547504E-01, 0.3547913E-01, 0.4108196E-01, 0.9535552E+00, 0.9413739E+00, 0.1083450E+01, 0.4451004E-01
 0.8101000E+00, -.3012451E+00, 0.2243037E-01, 0.4076179E-01, 0.3894243E-01, 0.9556540E+00, 0.9402975E+00, 0.1085096E+01, 0.4225604E-01
 0.8201000E+00, -.3013489E+00, 0.1955374E-01, 0.4611368E-01, 0.3692761E-01, 0.9577606E+00, 0.9392208E+00, 0.1086747E+01, 0.4013072E-01
 0.8301000E+00, -.3014518E+00, 0.1683026E-01, 0.5154732E-01, 0.3502984E-01, 0.9598744E+00, 0.9381438E+00, 0.1088403E+01, 0.3812629E-01
 0.8401000E+00, -.3015539E+00, 0.1424606E-01, 0.5707510E-01, 0.3324192E-01, 0.9619950E+00, 0.9370667E+00, 0.1090063E+01, 0.3623551E-01
 0.8501000E+00, -.3016554E+00, 0.1178817E-01, 0.6270928E-01, 0.3155711E-01, 0.9641220E+00, 0.9359894E+00, 0.1091729E+01, 0.3445148E-01
 0.8601000E+00, -.3017565E+00, 0.9444495E-02, 0.6846194E-01, 0.2996908E-01, 0.9662549E+00, 0.9349121E+00, 0.1093399E+01, 0.3276778E-01
 0.8701000E+00, -.3018571E+00, 0.7203725E-02, 0.7434503E-01, 0.2847190E-01, 0.9683935E+00, 0.9338348E+00, 0.1095073E+01, 0.3117842E-01
 0.8801000E+00, -.3019573E+00, 0.5055321E-02, 0.8037034E-01, 0.2706003E-01, 0.9705374E+00, 0.9327577E+00, 0.1096752E+01, 0.2967771E-01
 0.8901000E+00, -.3020573E+00, 0.2989436E-02, 0.8654951E-01, 0.2572824E-01, 0.9726863E+00, 0.9316806E+00, 0.1098435E+01, 0.2826035E-01
 0.9001000E+00, -.3021571E+00, 0.9968666E-03, 0.9289406E-01, 0.2447168E-01, 0.9748400E+00, 0.9306038E+00, 0.1100122E+01, 0.2692137E-01
 0.9101000E+00, -.3022567E+00, -.9309801E-03, 0.9941533E-01, 0.2328576E-01, 0.9769981E+00, 0.9295272E+00, 0.1101814E+01, 0.2565610E-01
 0.9201000E+00, -.3023562E+00, -.2802138E-02, 0.1061246E+00, 0.2216621E-01, 0.9791605E+00, 0.9284509E+00, 0.1103510E+01, 0.2446012E-01
 0.9301000E+00, -.3024556E+00, -.4624110E-02, 0.1130328E+00, 0.2110901E-01, 0.9813268E+00, 0.9273749E+00, 0.1105210E+01, 0.2332935E-01
 0.9401000E+00, -.3025549E+00, -.6403920E-02, 0.1201511E+00, 0.2011041E-01, 0.9834970E+00, 0.9262993E+00, 0.1106914E+01, 0.2225994E-01
 0.9501000E+00, -.3026542E+00, -.8148140E-02, 0.1274901E+00, 0.1916688E-01, 0.9856707E+00, 0.9252241E+00, 0.1108623E+01, 0.2124827E-01
 0.9601000E+00, -.3027534E+00, -.9862923E-02, 0.1350605E+00, 0.1827513E-01, 0.9878478E+00, 0.9241494E+00, 0.1110335E+01, 0.2029092E-01
 0.9701000E+00, -.3028527E+00, -.1155402E-01, 0.1428729E+00, 0.1743206E-01, 0.9900282E+00, 0.9230752E+00, 0.1112051E+01, 0.1938472E-01
 0.9801000E+00, -.3029520E+00, -.1322684E-01, 0.1509375E+00, 0.1663478E-01, 0.9922115E+00, 0.9220015E+00, 0.1113771E+01, 0.1852669E-01
 0.9901000E+00, -.3030513E+00, -.1488643E-01, 0.1592647E+00, 0.1588056E-01, 0.9943977E+00, 0.9209283E+00, 0.1115495E+01, 0.1771402E-01
 0.1000100E+01, -.3031507E+00, -.1653753E-01, 0.1678645E+00, 0.1516687E-01, 0.9965866E+00, 0.9198558E+00, 0.1117223E+01, 0.1694409E-01
 0.1010100E+01, -.3032501E+00, -.1818459E-01, 0.1767468E+00, 0.1449131E-01, 0.9987780E+00, 0.9187838E+00, 0.1118955E+01, 0.1621441E-01
 0.1020100E+01, -.3033495E+00, -.1983179E-01, 0.1859213E+00, 0.1385165E-01, 0.1000972E+01, 0.9177125E+00, 0.1120690E+01, 0.1552269E-01
 0.1030100E+01, -.3034491E+00, -.2148305E-01, 0.1953977E+00, 0.1324579E-01, 0.1003168E+01, 0.9166418E+00, 0.1122429E+01, 0.1486674E-01
 0.1040100E+01, -.3035486E+00, -.2314204E-01, 0.2051854E+00, 0.1267176E-01, 0.1005366E+01, 0.9155718E+00, 0.1124172E+01, 0.1424451E-01
 0.1050100E+01, -.3036483E+00, -.2481223E-01, 0.2152936E+00, 0.1212772E-01, 0.1007566E+01, 0.9145025E+00, 0.1125919E+01, 0.1365409E-01
 0.1060100E+01, -.3037480E+00, -.2649687E-01, 0.2257314E+00, 0.1161193E-01, 0.1009768E+01, 0.9134340E+00, 0.1127669E+01, 0.1309367E-01
 0.1070100E+01, -.3038478E+00, -.2819901E-01, 0.2365077E+00, 0.1112277E-01, 0.1011971E+01, 0.9123661E+00, 0.1129424E+01, 0.1256156E-01
 0.1080100E+01, -.3039477E+00, -.2992151E-01, 0.2476312E+00, 0.1065872E-01, 0.1014176E+01, 0.9112991E+00, 0.1131181E+01, 0.1205617E-01
 0.1090100E+01, -.3040476E+00, -.3166709E-01, 0.2591104E+00, 0.1021833E-01, 0.1016383E+01, 0.9102328E+00, 0.1132943E+01, 0.1157600E-01
 0.1100100E+01, -.3041476E+00, -.3343827E-01, 0.2709537E+00, 0.9800269E-02, 0.1018591E+01, 0.9091673E+00, 0.1134708E+01, 0.1111965E-01
 0.1110100E+01, -.3042477E+00, -.3523743E-01, 0.2831691E+00, 0.9403272E-02, 0.1020800E+01, 0.9081026E+00, 0.1136476E+01, 0.1068580E-01
 0.1120100E+01, -.3043479E+00, -.3706681E-01, 0.2957645E+00, 0.9026152E-02, 0.1023010E+01, 0.9070387E+00, 0.1138249E+01, 0.1027320E-01
 0.1130100E+01, -.3044481E+00, -.3892853E-01, 0.3087477E+00, 0.8667796E-02, 0.1025221E+01, 0.9059756E+00, 0.1140024E+01, 0.9880689E-02
 0.1140100E+01, -.3045484E+00, -.4082454E-01, 0.3221259E+00, 0.8327155E-02, 0.1027433E+01, 0.9049134E+00, 0.1141804E+01, 0.9507160E-02
 0.1150100E+01, -.3046488E+00, -.4275671E-01, 0.3359066E+00, 0.8003247E-02, 0.1029645E+01, 0.9038520E+00, 0.1143587E+01, 0.9151583E-02
 0.1160100E+01, -.3047493E+00, -.4472677E-01, 0.3500966E+00, 0.7695146E-02, 0.1031859E+01, 0.9027915E+00, 0.1145373E+01, 0.8812983E-02
 0.1170100E+01, -.3048498E+00, -.4673634E-01, 0.3647027E+00, 0.7401982E-02, 0.1034073E+01, 0.9017319E+00, 0.1147163E+01, 0.8490444E-02
 0.1180100E+01, -.3049504E+00, -.4878694E-01, 0.3797314E+00, 0.7122937E-02, 0.1036287E+01, 0.9006732E+00, 0.1148957E+01, 0.8183104E-02
 0.1190100E+01, -.3050511E+00, -.5087999E-01, 0.3951890E+00, 0.6857242E-02, 0.1038502E+01, 0.8996154E+00, 0.1150754E+01, 0.7890148E-02
 0.1200100E+01, -.3051518E+00, -.5301682E-01, 0.4110814E+00, 0.6604172E-02, 0.1040718E+01, 0.8985584E+00, 0.1152555E+01, 0.7610813E-02
 0.1210100E+01, -.3052526E+00, -.5519866E-01, 0.4274145E+00, 0.6363045E-02, 0.1042933E+01, 0.8975024E+00, 0.1154359E+01, 0.7344376E-02
 0.1220100E+01, -.3053535E+00, -.5742667E-01, 0.4441938E+00, 0.6133221E-02, 0.1045149E+01, 0.8964473E+00, 0.1156167E+01, 0.7090157E-02
 0.1230100E+01, -.3054544E+00, -.5970190E-01, 0.4614244E+00, 0.5914094E-02, 0.1047365E+01, 0.8953931E+00, 0.1157978E+01, 0.6847515E-02
 0.1240100E+01, -.3055554E+00, -.6202533E-01, 0.4791113E+00, 0.5705096E-02, 0.1049581E+01, 0.8943399E+00, 0.1159793E+01, 0.6615846E-02
 0.1250100E+01, -.3056565E+00, -.6439789E-01, 0.4972594E+00, 0.5505691E-02, 0.1051797E+01, 0.8932876E+00, 0.1161611E+01, 0.6394582E-02
 0.1260100E+01, -.3057576E+00, -.6682039E-01, 0.5158729E+00, 0.5315374E-02, 0.1054013E+01, 0.8922363E+00, 0.1163433E+01, 0.6183184E-02
 0.1270100E+01, -.3058588E+00, -.6929361E-01, 0.5349562E+00, 0.5133668E-02, 0.1056228E+01, 0.8911859E+00, 0.1165258E+01, 0.5981147E-02
 0.1280100E+01, -.3059600E+00, -.7181825E-01, 0.5545131E+00, 0.4960126E-02, 0.1058444E+01, 0.8901365E+00, 0.1167087E+01, 0.5787991E-02
 0.1290100E+01, -.3060613E+00, -.7439492E-01, 0.5745473E+00, 0.4794323E-02, 0.1060659E+01, 0.8890880E+00, 0.1168920E+01, 0.5603264E-02
 0.1300100E+01, -.3061627E+00, -.7702421E-01, 0.5950623E+00, 0.4635860E-02, 0.1062875E+01, 0.8880405E+00, 0.1170755E+01, 0.5426543E-02
 0.1310100E+01, -.3062641E+00, -.7970663E-01, 0.6160611E+00, 0.4484362E-02, 0.1065089E+01, 0.8869940E+00, 0.1172595E+01, 0.5257419E-02
 0.1320100E+01, -.3063655E+00, -.8244263E-01, 0.6375467E+00, 0.4339472E-02, 0.1067304E+01, 0.8859485E+00, 0.1174437E+01, 0.5095514E-02
 0.1330100E+01, -.3064671E+00, -.8523260E-01, 0.6595218E+00, 0.4200856E-02, 0.1069518E+01, 0.8849039E+00, 0.1176284E+01, 0.4940470E-02
 0.1340100E+01, -.3065686E+00, -.8807690E-01, 0.6819887E+00, 0.4068196E-02, 0.1071732E+01, 0.8838604E+00, 0.1178134E+01, 0.4791945E-02
 0.1350100E+01, -.3066702E+00, -.9097582E-01, 0.7049496E+00, 0.3941193E-02, 0.1073945E+01, 0.8828178E+00, 0.1179987E+01, 0.4649620E-02
 0.1360100E+01, -.3067719E+00, -.9392961E-01, 0.7284065E+00, 0.3819566E-02, 0.1076158E+01, 0.8817762E+00, 0.1181844E+01, 0.4513189E-02
 0.1370100E+01, -.3068736E+00, -.9693846E-01, 0.7523609E+00, 0.3703047E-02, 0.1078371E+01, 0.8807357E+00, 0.1183704E+01, 0.4382366E-02
 0.1380100E+01, -.3069754E+00, -.1000025E+00, 0.7768144E+00, 0.3591384E-02, 0.1080583E+01, 0.8796961E+00, 0.1185567E+01, 0.4256880E-02
 0.1390100E+01, -.3070772E+00, -.1031220E+00, 0.8017681E+00, 0.3484338E-02, 0.1082794E+01, 0.8786575E+00, 0.1187435E+01, 0.4136472E-02
 0.1400100E+01, -.3071791E+00, -.1062968E+00, 0.8272232E+00, 0.3381685E-02, 0.1085006E+01, 0.8776200E+00, 0.1189305E+01, 0.4020901E-02
 0.1410100E+01, -.3072810E+00, -.1095271E+00, 0.8531804E+00, 0.3283210E-02, 0.1087216E+01, 0.8765835E+00, 0.1191179E+01, 0.3909934E-02
 0.1420100E+01, -.3073829E+00, -.1128128E+00, 0.8796402E+00, 0.3188713E-02, 0.1089426E+01, 0.8755479E+00, 0.1193057E+01, 0.3803355E-02
 0.1430100E+01, -.3074849E+00, -.1161540E+00, 0.9066032E+00, 0.3098002E-02, 0.1091636E+01, 0.8745135E+00, 0.1194938E+01, 0.3700957E-02
 0.1440100E+01, -.3075869E+00, -.1195505E+00, 0.9340694E+00, 0.3010896E-02, 0.1093845E+01, 0.8734800E+00, 0.1196823E+01, 0.3602543E-02
 0.1450100E+01, -.3076890E+00, -.1230022E+00, 0.9620389E+00, 0.2927226E-02, 0.1096054E+01, 0.8724475E+00, 0.1198711E+01, 0.3507929E-02
 0.1460100E+01, -.3077911E+00, -.1265090E+00, 0.9905115E+00, 0.2846828E-02, 0.1098262E+01, 0.8714161E+00, 0.1200602E+01, 0.3416938E-02
 0.1470100E+01, -.3078933E+00, -.1300708E+00, 0.1019487E+01, 0.2769550E-02, 0.1100469E+01, 0.8703857E+00, 0.1202497E+01, 0.3329404E-02
 0.1480100E+01, -.3079955E+00, -.1336874E+00, 0.1048965E+01, 0.2695246E-02, 0.1102677E+01, 0.8693563E+00, 0.1204396E+01, 0.3245169E-02
 0.1490100E+01, -.3080977E+00, -.1373585E+00, 0.1078944E+01, 0.2623779E-02, 0.1104883E+01, 0.8683280E+00, 0.1206298E+01, 0.3164082E-02
 0.1500100E+01, -.3082000E+00, -.1410839E+00, 0.1109424E+01, 0.2555017E-02, 0.1107090E+01, 0.8673007E+00, 0.1208203E+01, 0.3086002E-02
 0.1510100E+01, -.3083023E+00, -.1448633E+00, 0.1140404E+01, 0.2488837E-02, 0.1109296E+01, 0.8662744E+00, 0.1210112E+01, 0.3010793E-02
 0.1520100E+01, -.3084047E+00, -.1486966E+00, 0.1171882E+01, 0.2425123E-02, 0.1111501E+01, 0.8652492E+00, 0.1212024E+01, 0.2938328E-02
 0.1530100E+01, -.3085071E+00, -.1525833E+00, 0.1203858E+01, 0.2363761E-02, 0.1113706E+01, 0.8642250E+00, 0.1213940E+01, 0.2868484E-02
 0.1540100E+01, -.3086095E+00, -.1565232E+00, 0.1236331E+01, 0.2304647E-02, 0.1115911E+01, 0.8632018E+00, 0.1215860E+01, 0.2801146E-02
 0.1550100E+01, -.3087120E+00, -.1605159E+00, 0.1269297E+01, 0.2247681E-02, 0.1118116E+01, 0.8621797E+00, 0.1217782E+01, 0.2736203E-02
 0.1560100E+01, -.3088145E+00, -.1645610E+00, 0.1302757E+01, 0.2192767E-02, 0.1120320E+01, 0.8611587E+00, 0.1219709E+01, 0.2673553E-02
