 x, Bphi, vr, vz, rho, Omega, Psi, T, P
 0.3482100E+01, -.3286309E+00, -.1517678E+01, 0.1485515E+02, 0.2391158E-03, 0.1574167E+01, 0.6845649E+00, 0.1654304E+01, 0.3955659E-03
 0.3492100E+01, -.3287325E+00, -.1526513E+01, 0.1495738E+02, 0.2377170E-03, 0.1576799E+01, 0.6837471E+00, 0.1656930E+01, 0.3938759E-03
 0.3502100E+01, -.3288340E+00, -.1535360E+01, 0.1505993E+02, 0.2363321E-03, 0.1579433E+01, 0.6829304E+00, 0.1659559E+01, 0.3922026E-03
 0.3512100E+01, -.3289354E+00, -.1544221E+01, 0.1516279E+02, 0.2349609E-03, 0.1582071E+01, 0.6821147E+00, 0.1662193E+01, 0.3905458E-03
 0.3522100E+01, -.3290369E+00, -.1553093E+01, 0.1526597E+02, 0.2336032E-03, 0.1584713E+01, 0.6813000E+00, 0.1664830E+01, 0.3889052E-03
 0.3532100E+01, -.3291383E+00, -.1561979E+01, 0.1536947E+02, 0.2322589E-03, 0.1587358E+01, 0.6804863E+00, 0.1667472E+01, 0.3872807E-03
 0.3542100E+01, -.3292396E+00, -.1570877E+01, 0.1547328E+02, 0.2309277E-03, 0.1590006E+01, 0.6796736E+00, 0.1670118E+01, 0.3856720E-03
 0.3552100E+01, -.3293409E+00, -.1579788E+01, 0.1557741E+02, 0.2296095E-03, 0.1592657E+01, 0.6788620E+00, 0.1672768E+01, 0.3840788E-03
 0.3562100E+01, -.3294422E+00, -.1588712E+01, 0.1568186E+02, 0.2283041E-03, 0.1595312E+01, 0.6780513E+00, 0.1675421E+01, 0.3825011E-03
 0.3572100E+01, -.3295435E+00, -.1597647E+01, 0.1578663E+02, 0.2270113E-03, 0.1597970E+01, 0.6772417E+00, 0.1678079E+01, 0.3809384E-03
 0.3582100E+01, -.3296447E+00, -.1606596E+01, 0.1589171E+02, 0.2257309E-03, 0.1600632E+01, 0.6764331E+00, 0.1680741E+01, 0.3793907E-03
 0.3592100E+01, -.3297458E+00, -.1615556E+01, 0.1599711E+02, 0.2244628E-03, 0.1603297E+01, 0.6756255E+00, 0.1683407E+01, 0.3778578E-03
 0.3602100E+01, -.3298470E+00, -.1624530E+01, 0.1610283E+02, 0.2232068E-03, 0.1605965E+01, 0.6748189E+00, 0.1686077E+01, 0.3763394E-03
 0.3612100E+01, -.3299480E+00, -.1633515E+01, 0.1620886E+02, 0.2219627E-03, 0.1608637E+01, 0.6740134E+00, 0.1688751E+01, 0.3748353E-03
 0.3622100E+01, -.3300491E+00, -.1642513E+01, 0.1631522E+02, 0.2207304E-03, 0.1611312E+01, 0.6732088E+00, 0.1691429E+01, 0.3733454E-03
 0.3632100E+01, -.3301501E+00, -.1651523E+01, 0.1642189E+02, 0.2195097E-03, 0.1613991E+01, 0.6724053E+00, 0.1694112E+01, 0.3718694E-03
 0.3642100E+01, -.3302511E+00, -.1660545E+01, 0.1652888E+02, 0.2183005E-03, 0.1616673E+01, 0.6716027E+00, 0.1696798E+01, 0.3704072E-03
 0.3652100E+01, -.3303520E+00, -.1669580E+01, 0.1663619E+02, 0.2171025E-03, 0.1619358E+01, 0.6708012E+00, 0.1699488E+01, 0.3689586E-03
 0.3662100E+01, -.3304529E+00, -.1678627E+01, 0.1674381E+02, 0.2159157E-03, 0.1622047E+01, 0.6700007E+00, 0.1702183E+01, 0.3675234E-03
 0.3672100E+01, -.3305538E+00, -.1687685E+01, 0.1685176E+02, 0.2147398E-03, 0.1624739E+01, 0.6692012E+00, 0.1704882E+01, 0.3661014E-03
 0.3682100E+01, -.3306546E+00, -.1696756E+01, 0.1696003E+02, 0.2135748E-03, 0.1627435E+01, 0.6684027E+00, 0.1707584E+01, 0.3646924E-03
 0.3692100E+01, -.3307553E+00, -.1705840E+01, 0.1706861E+02, 0.2124206E-03, 0.1630134E+01, 0.6676052E+00, 0.1710291E+01, 0.3632964E-03
 0.3702100E+01, -.3308561E+00, -.1714935E+01, 0.1717752E+02, 0.2112768E-03, 0.1632836E+01, 0.6668087E+00, 0.1713002E+01, 0.3619130E-03
 0.3712100E+01, -.3309567E+00, -.1724042E+01, 0.1728674E+02, 0.2101436E-03, 0.1635542E+01, 0.6660132E+00, 0.1715717E+01, 0.3605422E-03
 0.3722100E+01, -.3310574E+00, -.1733161E+01, 0.1739629E+02, 0.2090205E-03, 0.1638251E+01, 0.6652187E+00, 0.1718436E+01, 0.3591838E-03
 0.3732100E+01, -.3311580E+00, -.1742292E+01, 0.1750615E+02, 0.2079077E-03, 0.1640964E+01, 0.6644253E+00, 0.1721159E+01, 0.3578376E-03
 0.3742100E+01, -.3312585E+00, -.1751435E+01, 0.1761634E+02, 0.2068048E-03, 0.1643680E+01, 0.6636328E+00, 0.1723887E+01, 0.3565035E-03
 0.3752100E+01, -.3313590E+00, -.1760590E+01, 0.1772685E+02, 0.2057119E-03, 0.1646399E+01, 0.6628413E+00, 0.1726618E+01, 0.3551813E-03
 0.3762100E+01, -.3314595E+00, -.1769757E+01, 0.1783767E+02, 0.2046287E-03, 0.1649122E+01, 0.6620509E+00, 0.1729354E+01, 0.3538708E-03
 0.3772100E+01, -.3315599E+00, -.1778936E+01, 0.1794882E+02, 0.2035552E-03, 0.1651848E+01, 0.6612614E+00, 0.1732094E+01, 0.3525719E-03
 0.3782100E+01, -.3316603E+00, -.1788126E+01, 0.1806029E+02, 0.2024911E-03, 0.1654578E+01, 0.6604730E+00, 0.1734837E+01, 0.3512845E-03
 0.3792100E+01, -.3317607E+00, -.1797328E+01, 0.1817208E+02, 0.2014365E-03, 0.1657311E+01, 0.6596855E+00, 0.1737585E+01, 0.3500085E-03
 0.3802100E+01, -.3318610E+00, -.1806542E+01, 0.1828419E+02, 0.2003911E-03, 0.1660048E+01, 0.6588990E+00, 0.1740338E+01, 0.3487435E-03
 0.3812100E+01, -.3319612E+00, -.1815768E+01, 0.1839663E+02, 0.1993549E-03, 0.1662788E+01, 0.6581136E+00, 0.1743094E+01, 0.3474897E-03
 0.3822100E+01, -.3320614E+00, -.1825005E+01, 0.1850938E+02, 0.1983277E-03, 0.1665531E+01, 0.6573291E+00, 0.1745854E+01, 0.3462467E-03
 0.3832100E+01, -.3321616E+00, -.1834254E+01, 0.1862246E+02, 0.1973095E-03, 0.1668278E+01, 0.6565456E+00, 0.1748619E+01, 0.3450144E-03
 0.3842100E+01, -.3322617E+00, -.1843515E+01, 0.1873586E+02, 0.1963001E-03, 0.1671028E+01, 0.6557632E+00, 0.1751388E+01, 0.3437928E-03
 0.3852100E+01, -.3323617E+00, -.1852787E+01, 0.1884959E+02, 0.1952993E-03, 0.1673782E+01, 0.6549817E+00, 0.1754161E+01, 0.3425817E-03
 0.3862100E+01, -.3324618E+00, -.1862071E+01, 0.1896363E+02, 0.1943072E-03, 0.1676539E+01, 0.6542012E+00, 0.1756938E+01, 0.3413810E-03
 0.3872100E+01, -.3325617E+00, -.1871366E+01, 0.1907800E+02, 0.1933236E-03, 0.1679300E+01, 0.6534217E+00, 0.1759719E+01, 0.3401904E-03
 0.3882100E+01, -.3326617E+00, -.1880673E+01, 0.1919270E+02, 0.1923483E-03, 0.1682064E+01, 0.6526433E+00, 0.1762504E+01, 0.3390100E-03
 0.3892100E+01, -.3327616E+00, -.1889991E+01, 0.1930771E+02, 0.1913814E-03, 0.1684832E+01, 0.6518658E+00, 0.1765294E+01, 0.3378396E-03
 0.3902100E+01, -.3328614E+00, -.1899321E+01, 0.1942305E+02, 0.1904226E-03, 0.1687603E+01, 0.6510893E+00, 0.1768087E+01, 0.3366790E-03
 0.3912100E+01, -.3329612E+00, -.1908663E+01, 0.1953872E+02, 0.1894719E-03, 0.1690377E+01, 0.6503138E+00, 0.1770885E+01, 0.3355282E-03
 0.3922100E+01, -.3330609E+00, -.1918015E+01, 0.1965471E+02, 0.1885291E-03, 0.1693155E+01, 0.6495392E+00, 0.1773688E+01, 0.3343871E-03
 0.3932100E+01, -.3331606E+00, -.1927379E+01, 0.1977102E+02, 0.1875943E-03, 0.1695936E+01, 0.6487657E+00, 0.1776494E+01, 0.3332554E-03
 0.3942100E+01, -.3332602E+00, -.1936755E+01, 0.1988766E+02, 0.1866673E-03, 0.1698721E+01, 0.6479932E+00, 0.1779304E+01, 0.3321331E-03
 0.3952100E+01, -.3333598E+00, -.1946141E+01, 0.2000462E+02, 0.1857479E-03, 0.1701509E+01, 0.6472216E+00, 0.1782119E+01, 0.3310201E-03
 0.3962100E+01, -.3334594E+00, -.1955539E+01, 0.2012191E+02, 0.1848362E-03, 0.1704301E+01, 0.6464511E+00, 0.1784938E+01, 0.3299163E-03
 0.3972100E+01, -.3335589E+00, -.1964949E+01, 0.2023952E+02, 0.1839319E-03, 0.1707096E+01, 0.6456815E+00, 0.1787761E+01, 0.3288216E-03
 0.3982100E+01, -.3336583E+00, -.1974369E+01, 0.2035746E+02, 0.1830351E-03, 0.1709894E+01, 0.6449129E+00, 0.1790588E+01, 0.3277358E-03
 0.3992100E+01, -.3337577E+00, -.1983801E+01, 0.2047573E+02, 0.1821457E-03, 0.1712696E+01, 0.6441453E+00, 0.1793420E+01, 0.3266589E-03
 0.4002100E+01, -.3338571E+00, -.1993244E+01, 0.2059432E+02, 0.1812635E-03, 0.1715502E+01, 0.6433787E+00, 0.1796255E+01, 0.3255907E-03
 0.4012100E+01, -.3339564E+00, -.2002698E+01, 0.2071323E+02, 0.1803884E-03, 0.1718311E+01, 0.6426131E+00, 0.1799095E+01, 0.3245312E-03
 0.4022100E+01, -.3340556E+00, -.2012163E+01, 0.2083248E+02, 0.1795205E-03, 0.1721123E+01, 0.6418484E+00, 0.1801939E+01, 0.3234802E-03
 0.4032100E+01, -.3341548E+00, -.2021640E+01, 0.2095205E+02, 0.1786595E-03, 0.1723939E+01, 0.6410848E+00, 0.1804788E+01, 0.3224377E-03
 0.4042100E+01, -.3342539E+00, -.2031127E+01, 0.2107195E+02, 0.1778054E-03, 0.1726758E+01, 0.6403221E+00, 0.1807640E+01, 0.3214035E-03
 0.4052100E+01, -.3343530E+00, -.2040626E+01, 0.2119217E+02, 0.1769582E-03, 0.1729581E+01, 0.6395604E+00, 0.1810497E+01, 0.3203776E-03
 0.4062100E+01, -.3344521E+00, -.2050135E+01, 0.2131272E+02, 0.1761178E-03, 0.1732407E+01, 0.6387997E+00, 0.1813358E+01, 0.3193598E-03
 0.4072100E+01, -.3345510E+00, -.2059656E+01, 0.2143360E+02, 0.1752840E-03, 0.1735237E+01, 0.6380400E+00, 0.1816223E+01, 0.3183501E-03
 0.4082100E+01, -.3346500E+00, -.2069188E+01, 0.2155481E+02, 0.1744568E-03, 0.1738070E+01, 0.6372812E+00, 0.1819093E+01, 0.3173484E-03
 0.4092100E+01, -.3347489E+00, -.2078730E+01, 0.2167635E+02, 0.1736362E-03, 0.1740906E+01, 0.6365235E+00, 0.1821966E+01, 0.3163546E-03
 0.4102100E+01, -.3348477E+00, -.2088284E+01, 0.2179822E+02, 0.1728220E-03, 0.1743746E+01, 0.6357667E+00, 0.1824844E+01, 0.3153685E-03
 0.4112100E+01, -.3349465E+00, -.2097848E+01, 0.2192041E+02, 0.1720142E-03, 0.1746590E+01, 0.6350108E+00, 0.1827727E+01, 0.3143902E-03
 0.4122100E+01, -.3350452E+00, -.2107424E+01, 0.2204293E+02, 0.1712127E-03, 0.1749437E+01, 0.6342560E+00, 0.1830613E+01, 0.3134195E-03
 0.4132100E+01, -.3351439E+00, -.2117010E+01, 0.2216578E+02, 0.1704175E-03, 0.1752287E+01, 0.6335021E+00, 0.1833504E+01, 0.3124563E-03
 0.4142100E+01, -.3352425E+00, -.2126607E+01, 0.2228897E+02, 0.1696284E-03, 0.1755141E+01, 0.6327493E+00, 0.1836399E+01, 0.3115006E-03
 0.4152100E+01, -.3353410E+00, -.2136215E+01, 0.2241248E+02, 0.1688454E-03, 0.1757998E+01, 0.6319973E+00, 0.1839298E+01, 0.3105522E-03
 0.4162100E+01, -.3354395E+00, -.2145834E+01, 0.2253632E+02, 0.1680685E-03, 0.1760859E+01, 0.6312464E+00, 0.1842202E+01, 0.3096112E-03
 0.4172100E+01, -.3355380E+00, -.2155463E+01, 0.2266049E+02, 0.1672975E-03, 0.1763723E+01, 0.6304964E+00, 0.1845109E+01, 0.3086773E-03
 0.4182100E+01, -.3356364E+00, -.2165104E+01, 0.2278499E+02, 0.1665324E-03, 0.1766591E+01, 0.6297475E+00, 0.1848021E+01, 0.3077506E-03
 0.4192100E+01, -.3357347E+00, -.2174755E+01, 0.2290982E+02, 0.1657731E-03, 0.1769462E+01, 0.6289994E+00, 0.1850938E+01, 0.3068309E-03
 0.4202100E+01, -.3358330E+00, -.2184417E+01, 0.2303499E+02, 0.1650196E-03, 0.1772337E+01, 0.6282524E+00, 0.1853858E+01, 0.3059182E-03
 0.4212100E+01, -.3359312E+00, -.2194089E+01, 0.2316048E+02, 0.1642718E-03, 0.1775215E+01, 0.6275063E+00, 0.1856783E+01, 0.3050123E-03
 0.4222100E+01, -.3360294E+00, -.2203772E+01, 0.2328631E+02, 0.1635297E-03, 0.1778096E+01, 0.6267612E+00, 0.1859712E+01, 0.3041133E-03
 0.4232100E+01, -.3361275E+00, -.2213466E+01, 0.2341247E+02, 0.1627931E-03, 0.1780981E+01, 0.6260171E+00, 0.1862646E+01, 0.3032211E-03
 0.4242100E+01, -.3362256E+00, -.2223171E+01, 0.2353896E+02, 0.1620621E-03, 0.1783870E+01, 0.6252739E+00, 0.1865584E+01, 0.3023355E-03
 0.4252100E+01, -.3363236E+00, -.2232886E+01, 0.2366578E+02, 0.1613365E-03, 0.1786762E+01, 0.6245317E+00, 0.1868526E+01, 0.3014565E-03
 0.4262100E+01, -.3364215E+00, -.2242611E+01, 0.2379293E+02, 0.1606163E-03, 0.1789657E+01, 0.6237904E+00, 0.1871472E+01, 0.3005841E-03
 0.4272100E+01, -.3365194E+00, -.2252348E+01, 0.2392042E+02, 0.1599014E-03, 0.1792556E+01, 0.6230502E+00, 0.1874423E+01, 0.2997181E-03
 0.4282100E+01, -.3366172E+00, -.2262094E+01, 0.2404824E+02, 0.1591919E-03, 0.1795458E+01, 0.6223109E+00, 0.1877378E+01, 0.2988585E-03
 0.4292100E+01, -.3367150E+00, -.2271852E+01, 0.2417640E+02, 0.1584876E-03, 0.1798364E+01, 0.6215725E+00, 0.1880337E+01, 0.2980052E-03
 0.4302100E+01, -.3368127E+00, -.2281620E+01, 0.2430488E+02, 0.1577884E-03, 0.1801273E+01, 0.6208351E+00, 0.1883301E+01, 0.2971582E-03
 0.4312100E+01, -.3369103E+00, -.2291398E+01, 0.2443370E+02, 0.1570944E-03, 0.1804186E+01, 0.6200987E+00, 0.1886268E+01, 0.2963174E-03
 0.4322100E+01, -.3370079E+00, -.2301187E+01, 0.2456286E+02, 0.1564054E-03, 0.1807102E+01, 0.6193633E+00, 0.1889241E+01, 0.2954827E-03
 0.4332100E+01, -.3371055E+00, -.2310986E+01, 0.2469235E+02, 0.1557215E-03, 0.1810022E+01, 0.6186288E+00, 0.1892217E+01, 0.2946540E-03
 0.4342100E+01, -.3372029E+00, -.2320796E+01, 0.2482217E+02, 0.1550425E-03, 0.1812945E+01, 0.6178952E+00, 0.1895198E+01, 0.2938314E-03
 0.4352100E+01, -.3373004E+00, -.2330616E+01, 0.2495233E+02, 0.1543684E-03, 0.1815871E+01, 0.6171627E+00, 0.1898183E+01, 0.2930147E-03
 0.4362100E+01, -.3373977E+00, -.2340446E+01, 0.2508282E+02, 0.1536992E-03, 0.1818801E+01, 0.6164311E+00, 0.1901173E+01, 0.2922038E-03
 0.4372100E+01, -.3374950E+00, -.2350287E+01, 0.2521365E+02, 0.1530347E-03, 0.1821735E+01, 0.6157004E+00, 0.1904167E+01, 0.2913988E-03
 0.4382100E+01, -.3375922E+00, -.2360138E+01, 0.2534482E+02, 0.1523751E-03, 0.1824671E+01, 0.6149707E+00, 0.1907165E+01, 0.2905995E-03
 0.4392100E+01, -.3376894E+00, -.2370000E+01, 0.2547632E+02, 0.1517201E-03, 0.1827612E+01, 0.6142420E+00, 0.1910167E+01, 0.2898060E-03
 0.4402100E+01, -.3377865E+00, -.2379871E+01, 0.2560815E+02, 0.1510698E-03, 0.1830556E+01, 0.6135142E+00, 0.1913174E+01, 0.2890180E-03
 0.4412100E+01, -.3378836E+00, -.2389753E+01, 0.2574033E+02, 0.1504241E-03, 0.1833503E+01, 0.6127873E+00, 0.1916186E+01, 0.2882357E-03
 0.4422100E+01, -.3379805E+00, -.2399646E+01, 0.2587283E+02, 0.1497830E-03, 0.1836454E+01, 0.6120615E+00, 0.1919201E+01, 0.2874588E-03
 0.4432100E+01, -.3380775E+00, -.2409548E+01, 0.2600568E+02, 0.1491464E-03, 0.1839408E+01, 0.6113365E+00, 0.1922221E+01, 0.2866874E-03
 0.4442100E+01, -.3381743E+00, -.2419461E+01, 0.2613886E+02, 0.1485142E-03, 0.1842365E+01, 0.6106126E+00, 0.1925245E+01, 0.2859215E-03
 0.4452100E+01, -.3382711E+00, -.2429384E+01, 0.2627238E+02, 0.1478865E-03, 0.1845327E+01, 0.6098895E+00, 0.1928274E+01, 0.2851609E-03
 0.4462100E+01, -.3383679E+00, -.2439317E+01, 0.2640624E+02, 0.1472632E-03, 0.1848291E+01, 0.6091675E+00, 0.1931307E+01, 0.2844056E-03
 0.4472100E+01, -.3384645E+00, -.2449261E+01, 0.2654044E+02, 0.1466442E-03, 0.1851259E+01, 0.6084463E+00, 0.1934345E+01, 0.2836555E-03
 0.4482100E+01, -.3385611E+00, -.2459214E+01, 0.2667497E+02, 0.1460295E-03, 0.1854231E+01, 0.6077262E+00, 0.1937386E+01, 0.2829106E-03
 0.4492100E+01, -.3386577E+00, -.2469178E+01, 0.2680984E+02, 0.1454190E-03, 0.1857205E+01, 0.6070069E+00, 0.1940433E+01, 0.2821709E-03
 0.4502100E+01, -.3387542E+00, -.2479151E+01, 0.2694506E+02, 0.1448127E-03, 0.1860184E+01, 0.6062887E+00, 0.1943483E+01, 0.2814363E-03
 0.4512100E+01, -.3388506E+00, -.2489135E+01, 0.2708061E+02, 0.1442107E-03, 0.1863166E+01, 0.6055713E+00, 0.1946538E+01, 0.2807067E-03
 0.4522100E+01, -.3389469E+00, -.2499129E+01, 0.2721649E+02, 0.1436127E-03, 0.1866151E+01, 0.6048550E+00, 0.1949597E+01, 0.2799821E-03
 0.4532100E+01, -.3390432E+00, -.2509133E+01, 0.2735272E+02, 0.1430188E-03, 0.1869140E+01, 0.6041395E+00, 0.1952661E+01, 0.2792624E-03
 0.4542100E+01, -.3391394E+00, -.2519147E+01, 0.2748929E+02, 0.1424290E-03, 0.1872132E+01, 0.6034250E+00, 0.1955729E+01, 0.2785476E-03
 0.4552100E+01, -.3392356E+00, -.2529171E+01, 0.2762620E+02, 0.1418431E-03, 0.1875127E+01, 0.6027115E+00, 0.1958802E+01, 0.2778377E-03
 0.4562100E+01, -.3393317E+00, -.2539205E+01, 0.2776345E+02, 0.1412613E-03, 0.1878126E+01, 0.6019989E+00, 0.1961878E+01, 0.2771326E-03
 0.4572100E+01, -.3394277E+00, -.2549249E+01, 0.2790104E+02, 0.1406833E-03, 0.1881129E+01, 0.6012872E+00, 0.1964960E+01, 0.2764322E-03
 0.4582100E+01, -.3395236E+00, -.2559302E+01, 0.2803897E+02, 0.1401093E-03, 0.1884135E+01, 0.6005765E+00, 0.1968045E+01, 0.2757365E-03
 0.4592100E+01, -.3396195E+00, -.2569366E+01, 0.2817724E+02, 0.1395391E-03, 0.1887144E+01, 0.5998667E+00, 0.1971136E+01, 0.2750455E-03
 0.4602100E+01, -.3397154E+00, -.2579440E+01, 0.2831585E+02, 0.1389727E-03, 0.1890157E+01, 0.5991579E+00, 0.1974230E+01, 0.2743591E-03
 0.4612100E+01, -.3398111E+00, -.2589524E+01, 0.2845480E+02, 0.1384100E-03, 0.1893173E+01, 0.5984499E+00, 0.1977329E+01, 0.2736773E-03
 0.4622100E+01, -.3399068E+00, -.2599617E+01, 0.2859410E+02, 0.1378512E-03, 0.1896193E+01, 0.5977430E+00, 0.1980432E+01, 0.2730000E-03
 0.4632100E+01, -.3400024E+00, -.2609720E+01, 0.2873374E+02, 0.1372960E-03, 0.1899216E+01, 0.5970369E+00, 0.1983540E+01, 0.2723272E-03
 0.4642100E+01, -.3400980E+00, -.2619834E+01, 0.2887372E+02, 0.1367445E-03, 0.1902242E+01, 0.5963319E+00, 0.1986652E+01, 0.2716588E-03
 0.4652100E+01, -.3401934E+00, -.2629957E+01, 0.2901404E+02, 0.1361966E-03, 0.1905272E+01, 0.5956277E+00, 0.1989769E+01, 0.2709948E-03
 0.4662100E+01, -.3402889E+00, -.2640089E+01, 0.2915471E+02, 0.1356523E-03, 0.1908306E+01, 0.5949245E+00, 0.1992890E+01, 0.2703352E-03
 0.4672100E+01, -.3403842E+00, -.2650232E+01, 0.2929571E+02, 0.1351116E-03, 0.1911343E+01, 0.5942222E+00, 0.1996015E+01, 0.2696799E-03
 0.4682100E+01, -.3404795E+00, -.2660385E+01, 0.2943707E+02, 0.1345744E-03, 0.1914383E+01, 0.5935208E+00, 0.1999145E+01, 0.2690289E-03
 0.4692100E+01, -.3405747E+00, -.2670547E+01, 0.2957876E+02, 0.1340407E-03, 0.1917426E+01, 0.5928204E+00, 0.2002280E+01, 0.2683821E-03
 0.4702100E+01, -.3406698E+00, -.2680719E+01, 0.2972080E+02, 0.1335105E-03, 0.1920474E+01, 0.5921209E+00, 0.2005418E+01, 0.2677395E-03
 0.4712100E+01, -.3407649E+00, -.2690900E+01, 0.2986318E+02, 0.1329837E-03, 0.1923524E+01, 0.5914223E+00, 0.2008562E+01, 0.2671010E-03
 0.4722100E+01, -.3408599E+00, -.2701092E+01, 0.3000591E+02, 0.1324603E-03, 0.1926578E+01, 0.5907247E+00, 0.2011709E+01, 0.2664667E-03
 0.4732100E+01, -.3409548E+00, -.2711293E+01, 0.3014899E+02, 0.1319403E-03, 0.1929635E+01, 0.5900280E+00, 0.2014862E+01, 0.2658365E-03
 0.4742100E+01, -.3410497E+00, -.2721503E+01, 0.3029240E+02, 0.1314236E-03, 0.1932696E+01, 0.5893322E+00, 0.2018018E+01, 0.2652102E-03
 0.4752100E+01, -.3411445E+00, -.2731723E+01, 0.3043617E+02, 0.1309102E-03, 0.1935761E+01, 0.5886374E+00, 0.2021179E+01, 0.2645880E-03
 0.4762100E+01, -.3412392E+00, -.2741953E+01, 0.3058027E+02, 0.1304001E-03, 0.1938828E+01, 0.5879435E+00, 0.2024345E+01, 0.2639698E-03
 0.4772100E+01, -.3413338E+00, -.2752193E+01, 0.3072473E+02, 0.1298932E-03, 0.1941899E+01, 0.5872505E+00, 0.2027515E+01, 0.2633555E-03
 0.4782100E+01, -.3414284E+00, -.2762442E+01, 0.3086953E+02, 0.1293895E-03, 0.1944974E+01, 0.5865584E+00, 0.2030689E+01, 0.2627451E-03
 0.4792100E+01, -.3415229E+00, -.2772701E+01, 0.3101468E+02, 0.1288891E-03, 0.1948052E+01, 0.5858672E+00, 0.2033868E+01, 0.2621385E-03
 0.4802100E+01, -.3416173E+00, -.2782969E+01, 0.3116017E+02, 0.1283918E-03, 0.1951133E+01, 0.5851770E+00, 0.2037052E+01, 0.2615357E-03
 0.4812100E+01, -.3417117E+00, -.2793247E+01, 0.3130601E+02, 0.1278976E-03, 0.1954218E+01, 0.5844877E+00, 0.2040239E+01, 0.2609368E-03
 0.4822100E+01, -.3418059E+00, -.2803534E+01, 0.3145220E+02, 0.1274065E-03, 0.1957306E+01, 0.5837993E+00, 0.2043432E+01, 0.2603416E-03
 0.4832100E+01, -.3419001E+00, -.2813831E+01, 0.3159873E+02, 0.1269185E-03, 0.1960397E+01, 0.5831119E+00, 0.2046629E+01, 0.2597501E-03
 0.4842100E+01, -.3419943E+00, -.2824138E+01, 0.3174561E+02, 0.1264335E-03, 0.1963492E+01, 0.5824253E+00, 0.2049830E+01, 0.2591623E-03
 0.4852100E+01, -.3420883E+00, -.2834453E+01, 0.3189284E+02, 0.1259516E-03, 0.1966591E+01, 0.5817397E+00, 0.2053036E+01, 0.2585782E-03
 0.4862100E+01, -.3421823E+00, -.2844779E+01, 0.3204042E+02, 0.1254726E-03, 0.1969692E+01, 0.5810550E+00, 0.2056246E+01, 0.2579977E-03
 0.4872100E+01, -.3422762E+00, -.2855113E+01, 0.3218835E+02, 0.1249966E-03, 0.1972797E+01, 0.5803712E+00, 0.2059461E+01, 0.2574207E-03
 0.4882100E+01, -.3423700E+00, -.2865458E+01, 0.3233662E+02, 0.1245235E-03, 0.1975906E+01, 0.5796883E+00, 0.2062680E+01, 0.2568474E-03
 0.4892100E+01, -.3424638E+00, -.2875811E+01, 0.3248524E+02, 0.1240534E-03, 0.1979018E+01, 0.5790064E+00, 0.2065904E+01, 0.2562775E-03
 0.4902100E+01, -.3425575E+00, -.2886174E+01, 0.3263422E+02, 0.1235861E-03, 0.1982133E+01, 0.5783253E+00, 0.2069133E+01, 0.2557112E-03
 0.4912100E+01, -.3426511E+00, -.2896547E+01, 0.3278354E+02, 0.1231217E-03, 0.1985252E+01, 0.5776452E+00, 0.2072365E+01, 0.2551483E-03
 0.4922100E+01, -.3427446E+00, -.2906928E+01, 0.3293321E+02, 0.1226601E-03, 0.1988374E+01, 0.5769660E+00, 0.2075603E+01, 0.2545888E-03
 0.4932100E+01, -.3428381E+00, -.2917319E+01, 0.3308323E+02, 0.1222014E-03, 0.1991499E+01, 0.5762877E+00, 0.2078845E+01, 0.2540327E-03
 0.4942100E+01, -.3429315E+00, -.2927720E+01, 0.3323361E+02, 0.1217454E-03, 0.1994628E+01, 0.5756103E+00, 0.2082091E+01, 0.2534800E-03
 0.4952100E+01, -.3430248E+00, -.2938129E+01, 0.3338433E+02, 0.1212922E-03, 0.1997761E+01, 0.5749338E+00, 0.2085342E+01, 0.2529307E-03
 0.4962100E+01, -.3431180E+00, -.2948548E+01, 0.3353540E+02, 0.1208417E-03, 0.2000896E+01, 0.5742582E+00, 0.2088597E+01, 0.2523847E-03
 0.4972100E+01, -.3432111E+00, -.2958977E+01, 0.3368683E+02, 0.1203939E-03, 0.2004035E+01, 0.5735835E+00, 0.2091857E+01, 0.2518419E-03
 0.4982100E+01, -.3433042E+00, -.2969414E+01, 0.3383860E+02, 0.1199488E-03, 0.2007178E+01, 0.5729098E+00, 0.2095122E+01, 0.2513024E-03
 0.4992100E+01, -.3433972E+00, -.2979861E+01, 0.3399073E+02, 0.1195064E-03, 0.2010323E+01, 0.5722369E+00, 0.2098391E+01, 0.2507661E-03
 0.5002100E+01, -.3434901E+00, -.2990317E+01, 0.3414321E+02, 0.1190666E-03, 0.2013472E+01, 0.5715650E+00, 0.2101664E+01, 0.2502331E-03
 0.5012100E+01, -.3435830E+00, -.3000782E+01, 0.3429604E+02, 0.1186294E-03, 0.2016625E+01, 0.5708939E+00, 0.2104943E+01, 0.2497032E-03
 0.5022100E+01, -.3436757E+00, -.3011256E+01, 0.3444922E+02, 0.1181948E-03, 0.2019781E+01, 0.5702238E+00, 0.2108225E+01, 0.2491764E-03
 0.5032100E+01, -.3437684E+00, -.3021740E+01, 0.3460276E+02, 0.1177629E-03, 0.2022940E+01, 0.5695545E+00, 0.2111512E+01, 0.2486528E-03
 0.5042100E+01, -.3438610E+00, -.3032233E+01, 0.3475665E+02, 0.1173334E-03, 0.2026103E+01, 0.5688862E+00, 0.2114804E+01, 0.2481322E-03
 0.5052100E+01, -.3439535E+00, -.3042734E+01, 0.3491089E+02, 0.1169065E-03, 0.2029269E+01, 0.5682188E+00, 0.2118100E+01, 0.2476148E-03
