 x, Bphi, vr, vz, rho, Omega, Psi, T, P
 0.0000000E+00, 0.0000000E+00, 0.1000000E+01, 0.0000000E+00, 0.1000000E+01, 0.1000000E+01, 0.1000000E+01, 0.1000000E+01, 0.1000000E+01
 0.1000000E-03, -.1000000E-03, 0.1000000E+01, -.9962010E-04, 0.9999999E+00, 0.1000000E+01, 0.1000000E+01, 0.1000000E+01, 0.9999999E+00
 0.1010000E-01, -.1009819E-01, 0.1000005E+01, -.1006166E-01, 0.9994728E+00, 0.9999036E+00, 0.9999868E+00, 0.1000018E+01, 0.9994904E+00
 0.2010000E-01, -.2008383E-01, 0.1000031E+01, -.2002415E-01, 0.9977979E+00, 0.9995970E+00, 0.9999478E+00, 0.1000069E+01, 0.9978672E+00
 0.3010000E-01, -.3004439E-01, 0.1000067E+01, -.2998728E-01, 0.9950154E+00, 0.9990869E+00, 0.9998829E+00, 0.1000156E+01, 0.9951704E+00
 0.4010000E-01, -.3996726E-01, 0.1000100E+01, -.3995076E-01, 0.9911279E+00, 0.9983724E+00, 0.9997921E+00, 0.1000277E+01, 0.9914020E+00
 0.5010000E-01, -.4983980E-01, 0.1000114E+01, -.4991359E-01, 0.9861392E+00, 0.9974528E+00, 0.9996755E+00, 0.1000432E+01, 0.9865650E+00
 0.6010000E-01, -.5964923E-01, 0.1000087E+01, -.5987376E-01, 0.9800540E+00, 0.9963266E+00, 0.9995330E+00, 0.1000621E+01, 0.9806632E+00
 0.7010000E-01, -.6938262E-01, 0.9999896E+00, -.6982798E-01, 0.9728787E+00, 0.9949927E+00, 0.9993645E+00, 0.1000846E+01, 0.9737017E+00
 0.8010000E-01, -.7902689E-01, 0.9997900E+00, -.7977142E-01, 0.9646206E+00, 0.9934497E+00, 0.9991701E+00, 0.1001105E+01, 0.9656865E+00
 0.9010000E-01, -.8856876E-01, 0.9994483E+00, -.8969732E-01, 0.9552890E+00, 0.9916963E+00, 0.9989497E+00, 0.1001399E+01, 0.9566252E+00
 0.1001000E+00, -.9799477E-01, 0.9989185E+00, -.9959671E-01, 0.9448946E+00, 0.9897312E+00, 0.9987032E+00, 0.1001727E+01, 0.9465268E+00
 0.1101000E+00, -.1072913E+00, 0.9981479E+00, -.1094580E+00, 0.9334501E+00, 0.9875537E+00, 0.9984308E+00, 0.1002091E+01, 0.9354020E+00
 0.1201000E+00, -.1164444E+00, 0.9970765E+00, -.1192667E+00, 0.9209707E+00, 0.9851633E+00, 0.9981322E+00, 0.1002489E+01, 0.9232636E+00
 0.1301000E+00, -.1254403E+00, 0.9956366E+00, -.1290049E+00, 0.9074735E+00, 0.9825603E+00, 0.9978076E+00, 0.1002923E+01, 0.9101264E+00
 0.1401000E+00, -.1342646E+00, 0.9937531E+00, -.1386507E+00, 0.8929786E+00, 0.9797461E+00, 0.9974568E+00, 0.1003392E+01, 0.8960081E+00
 0.1501000E+00, -.1429033E+00, 0.9913427E+00, -.1481782E+00, 0.8775092E+00, 0.9767229E+00, 0.9970800E+00, 0.1003897E+01, 0.8809288E+00
 0.1601000E+00, -.1513420E+00, 0.9883141E+00, -.1575570E+00, 0.8610917E+00, 0.9734945E+00, 0.9966770E+00, 0.1004437E+01, 0.8649122E+00
 0.1701000E+00, -.1595666E+00, 0.9845688E+00, -.1667513E+00, 0.8437563E+00, 0.9700666E+00, 0.9962478E+00, 0.1005012E+01, 0.8479855E+00
 0.1801000E+00, -.1675631E+00, 0.9800009E+00, -.1757206E+00, 0.8255375E+00, 0.9664467E+00, 0.9957926E+00, 0.1005623E+01, 0.8301798E+00
 0.1901000E+00, -.1753176E+00, 0.9744986E+00, -.1844187E+00, 0.8064741E+00, 0.9626449E+00, 0.9953114E+00, 0.1006270E+01, 0.8115308E+00
 0.2001000E+00, -.1828169E+00, 0.9679455E+00, -.1927940E+00, 0.7866098E+00, 0.9586739E+00, 0.9948042E+00, 0.1006952E+01, 0.7920788E+00
 0.2101000E+00, -.1900482E+00, 0.9602226E+00, -.2007897E+00, 0.7659938E+00, 0.9545493E+00, 0.9942711E+00, 0.1007670E+01, 0.7718696E+00
 0.2201000E+00, -.1969995E+00, 0.9512108E+00, -.2083443E+00, 0.7446806E+00, 0.9502903E+00, 0.9937122E+00, 0.1008424E+01, 0.7509542E+00
 0.2301000E+00, -.2036598E+00, 0.9407941E+00, -.2153922E+00, 0.7227306E+00, 0.9459191E+00, 0.9931277E+00, 0.1009214E+01, 0.7293897E+00
 0.2401000E+00, -.2100194E+00, 0.9288634E+00, -.2218646E+00, 0.7002100E+00, 0.9414615E+00, 0.9925178E+00, 0.1010038E+01, 0.7072392E+00
 0.2501000E+00, -.2160698E+00, 0.9153213E+00, -.2276914E+00, 0.6771909E+00, 0.9369467E+00, 0.9918828E+00, 0.1010899E+01, 0.6845716E+00
 0.2601000E+00, -.2218043E+00, 0.9000863E+00, -.2328028E+00, 0.6537514E+00, 0.9324071E+00, 0.9912228E+00, 0.1011794E+01, 0.6614620E+00
 0.2701000E+00, -.2272180E+00, 0.8830980E+00, -.2371311E+00, 0.6299748E+00, 0.9278776E+00, 0.9905382E+00, 0.1012724E+01, 0.6379908E+00
 0.2801000E+00, -.2323079E+00, 0.8643222E+00, -.2406139E+00, 0.6059491E+00, 0.9233955E+00, 0.9898294E+00, 0.1013689E+01, 0.6142439E+00
 0.2901000E+00, -.2370733E+00, 0.8437556E+00, -.2431960E+00, 0.5817665E+00, 0.9189991E+00, 0.9890967E+00, 0.1014687E+01, 0.5903113E+00
 0.3001000E+00, -.2415158E+00, 0.8214290E+00, -.2448324E+00, 0.5575220E+00, 0.9147274E+00, 0.9883408E+00, 0.1015720E+01, 0.5662863E+00
 0.3101000E+00, -.2456392E+00, 0.7974101E+00, -.2454908E+00, 0.5333127E+00, 0.9106185E+00, 0.9875620E+00, 0.1016785E+01, 0.5422645E+00
 0.3201000E+00, -.2494497E+00, 0.7718043E+00, -.2451535E+00, 0.5092355E+00, 0.9067089E+00, 0.9867610E+00, 0.1017883E+01, 0.5183423E+00
 0.3301000E+00, -.2529556E+00, 0.7447539E+00, -.2438193E+00, 0.4853864E+00, 0.9030321E+00, 0.9859384E+00, 0.1019012E+01, 0.4946150E+00
 0.3401000E+00, -.2561673E+00, 0.7164354E+00, -.2415041E+00, 0.4618583E+00, 0.8996177E+00, 0.9850949E+00, 0.1020173E+01, 0.4711757E+00
 0.3501000E+00, -.2590970E+00, 0.6870544E+00, -.2382412E+00, 0.4387399E+00, 0.8964908E+00, 0.9842311E+00, 0.1021364E+01, 0.4481134E+00
 0.3601000E+00, -.2617586E+00, 0.6568396E+00, -.2340803E+00, 0.4161136E+00, 0.8936709E+00, 0.9833478E+00, 0.1022584E+01, 0.4255114E+00
 0.3701000E+00, -.2641670E+00, 0.6260352E+00, -.2290860E+00, 0.3940544E+00, 0.8911719E+00, 0.9824458E+00, 0.1023833E+01, 0.4034461E+00
 0.3801000E+00, -.2663384E+00, 0.5948927E+00, -.2233351E+00, 0.3726290E+00, 0.8890019E+00, 0.9815259E+00, 0.1025109E+01, 0.3819857E+00
 0.3901000E+00, -.2682894E+00, 0.5636625E+00, -.2169145E+00, 0.3518946E+00, 0.8871632E+00, 0.9805890E+00, 0.1026412E+01, 0.3611892E+00
 0.4001000E+00, -.2700367E+00, 0.5325866E+00, -.2099172E+00, 0.3318987E+00, 0.8856530E+00, 0.9796358E+00, 0.1027741E+01, 0.3411060E+00
 0.4101000E+00, -.2715974E+00, 0.5018909E+00, -.2024397E+00, 0.3126786E+00, 0.8844638E+00, 0.9786672E+00, 0.1029094E+01, 0.3217758E+00
 0.4201000E+00, -.2729880E+00, 0.4717805E+00, -.1945782E+00, 0.2942618E+00, 0.8835839E+00, 0.9776840E+00, 0.1030470E+01, 0.3032283E+00
 0.4301000E+00, -.2742244E+00, 0.4424355E+00, -.1864268E+00, 0.2766663E+00, 0.8829989E+00, 0.9766870E+00, 0.1031869E+01, 0.2854836E+00
 0.4401000E+00, -.2753221E+00, 0.4140083E+00, -.1780743E+00, 0.2599009E+00, 0.8826916E+00, 0.9756771E+00, 0.1033290E+01, 0.2685533E+00
 0.4501000E+00, -.2762955E+00, 0.3866230E+00, -.1696027E+00, 0.2439668E+00, 0.8826435E+00, 0.9746551E+00, 0.1034731E+01, 0.2524402E+00
 0.4601000E+00, -.2771580E+00, 0.3603757E+00, -.1610864E+00, 0.2288574E+00, 0.8828351E+00, 0.9736217E+00, 0.1036192E+01, 0.2371404E+00
 0.4701000E+00, -.2779222E+00, 0.3353357E+00, -.1525905E+00, 0.2145601E+00, 0.8832465E+00, 0.9725777E+00, 0.1037672E+01, 0.2226431E+00
 0.4801000E+00, -.2785995E+00, 0.3115478E+00, -.1441714E+00, 0.2010571E+00, 0.8838583E+00, 0.9715237E+00, 0.1039169E+01, 0.2089324E+00
 0.4901000E+00, -.2792004E+00, 0.2890350E+00, -.1358763E+00, 0.1883260E+00, 0.8846514E+00, 0.9704605E+00, 0.1040683E+01, 0.1959879E+00
 0.5001000E+00, -.2797340E+00, 0.2678013E+00, -.1277440E+00, 0.1763412E+00, 0.8856080E+00, 0.9693888E+00, 0.1042214E+01, 0.1837854E+00
 0.5101000E+00, -.2802091E+00, 0.2478347E+00, -.1198049E+00, 0.1650744E+00, 0.8867110E+00, 0.9683091E+00, 0.1043759E+01, 0.1722982E+00
 0.5201000E+00, -.2806329E+00, 0.2291100E+00, -.1120822E+00, 0.1544955E+00, 0.8879448E+00, 0.9672220E+00, 0.1045320E+01, 0.1614973E+00
 0.5301000E+00, -.2810122E+00, 0.2115917E+00, -.1045924E+00, 0.1445729E+00, 0.8892951E+00, 0.9661282E+00, 0.1046894E+01, 0.1513527E+00
 0.5401000E+00, -.2813529E+00, 0.1952362E+00, -.9734622E-01, 0.1352748E+00, 0.8907489E+00, 0.9650280E+00, 0.1048482E+01, 0.1418333E+00
 0.5501000E+00, -.2816602E+00, 0.1799941E+00, -.9034938E-01, 0.1265689E+00, 0.8922943E+00, 0.9639221E+00, 0.1050082E+01, 0.1329078E+00
 0.5601000E+00, -.2819386E+00, 0.1658122E+00, -.8360318E-01, 0.1184232E+00, 0.8939208E+00, 0.9628108E+00, 0.1051694E+01, 0.1245450E+00
 0.5701000E+00, -.2821921E+00, 0.1526345E+00, -.7710536E-01, 0.1108062E+00, 0.8956192E+00, 0.9616947E+00, 0.1053318E+01, 0.1167142E+00
 0.5801000E+00, -.2824242E+00, 0.1404041E+00, -.7085061E-01, 0.1036872E+00, 0.8973810E+00, 0.9605740E+00, 0.1054952E+01, 0.1093851E+00
 0.5901000E+00, -.2826378E+00, 0.1290639E+00, -.6483118E-01, 0.9703654E-01, 0.8991989E+00, 0.9594493E+00, 0.1056597E+01, 0.1025286E+00
 0.6001000E+00, -.2828356E+00, 0.1185575E+00, -.5903733E-01, 0.9082548E-01, 0.9010665E+00, 0.9583208E+00, 0.1058252E+01, 0.9611627E-01
 0.6101000E+00, -.2830198E+00, 0.1088298E+00, -.5345774E-01, 0.8502662E-01, 0.9029782E+00, 0.9571889E+00, 0.1059917E+01, 0.9012113E-01
 0.6201000E+00, -.2831925E+00, 0.9982751E-01, -.4807989E-01, 0.7961377E-01, 0.9049288E+00, 0.9560538E+00, 0.1061591E+01, 0.8451721E-01
 0.6301000E+00, -.2833552E+00, 0.9149935E-01, -.4289031E-01, 0.7456206E-01, 0.9069142E+00, 0.9549160E+00, 0.1063274E+01, 0.7927981E-01
 0.6401000E+00, -.2835095E+00, 0.8379650E-01, -.3787487E-01, 0.6984792E-01, 0.9089306E+00, 0.9537756E+00, 0.1064965E+01, 0.7438550E-01
 0.6501000E+00, -.2836566E+00, 0.7667256E-01, -.3301897E-01, 0.6544908E-01, 0.9109746E+00, 0.9526328E+00, 0.1066664E+01, 0.6981209E-01
 0.6601000E+00, -.2837976E+00, 0.7008368E-01, -.2830771E-01, 0.6134456E-01, 0.9130433E+00, 0.9514880E+00, 0.1068372E+01, 0.6553865E-01
 0.6701000E+00, -.2839333E+00, 0.6398859E-01, -.2372598E-01, 0.5751461E-01, 0.9151344E+00, 0.9503414E+00, 0.1070087E+01, 0.6154547E-01
 0.6801000E+00, -.2840647E+00, 0.5834853E-01, -.1925869E-01, 0.5394070E-01, 0.9172455E+00, 0.9491931E+00, 0.1071809E+01, 0.5781396E-01
 0.6901000E+00, -.2841923E+00, 0.5312722E-01, -.1489068E-01, 0.5060546E-01, 0.9193748E+00, 0.9480433E+00, 0.1073538E+01, 0.5432672E-01
 0.7001000E+00, -.2843167E+00, 0.4829077E-01, -.1060694E-01, 0.4749264E-01, 0.9215206E+00, 0.9468922E+00, 0.1075275E+01, 0.5106742E-01
 0.7101000E+00, -.2844385E+00, 0.4380758E-01, -.6392556E-02, 0.4458701E-01, 0.9236815E+00, 0.9457399E+00, 0.1077018E+01, 0.4802076E-01
 0.7201000E+00, -.2845581E+00, 0.3964821E-01, -.2232790E-02, 0.4187438E-01, 0.9258561E+00, 0.9445867E+00, 0.1078767E+01, 0.4517246E-01
 0.7301000E+00, -.2846757E+00, 0.3578533E-01, 0.1886891E-02, 0.3934150E-01, 0.9280435E+00, 0.9434326E+00, 0.1080523E+01, 0.4250913E-01
 0.7401000E+00, -.2847919E+00, 0.3219351E-01, 0.5980818E-02, 0.3697601E-01, 0.9302425E+00, 0.9422778E+00, 0.1082285E+01, 0.4001829E-01
 0.7501000E+00, -.2849067E+00, 0.2884916E-01, 0.1006312E-01, 0.3476637E-01, 0.9324524E+00, 0.9411224E+00, 0.1084053E+01, 0.3768829E-01
 0.7601000E+00, -.2850204E+00, 0.2573043E-01, 0.1414767E-01, 0.3270187E-01, 0.9346723E+00, 0.9399665E+00, 0.1085827E+01, 0.3550822E-01
 0.7701000E+00, -.2851333E+00, 0.2281702E-01, 0.1824818E-01, 0.3077252E-01, 0.9369016E+00, 0.9388102E+00, 0.1087606E+01, 0.3346802E-01
 0.7801000E+00, -.2852454E+00, 0.2009013E-01, 0.2237810E-01, 0.2896900E-01, 0.9391396E+00, 0.9376536E+00, 0.1089392E+01, 0.3155822E-01
 0.7901000E+00, -.2853570E+00, 0.1753237E-01, 0.2655069E-01, 0.2728269E-01, 0.9413859E+00, 0.9364969E+00, 0.1091182E+01, 0.2977000E-01
 0.8001000E+00, -.2854681E+00, 0.1512757E-01, 0.3077903E-01, 0.2570552E-01, 0.9436398E+00, 0.9353400E+00, 0.1092979E+01, 0.2809518E-01
 0.8101000E+00, -.2855788E+00, 0.1286079E-01, 0.3507598E-01, 0.2423002E-01, 0.9459011E+00, 0.9341830E+00, 0.1094780E+01, 0.2652612E-01
 0.8201000E+00, -.2856892E+00, 0.1071816E-01, 0.3945425E-01, 0.2284923E-01, 0.9481692E+00, 0.9330261E+00, 0.1096587E+01, 0.2505574E-01
 0.8301000E+00, -.2857994E+00, 0.8686844E-02, 0.4392639E-01, 0.2155669E-01, 0.9504438E+00, 0.9318693E+00, 0.1098399E+01, 0.2367739E-01
 0.8401000E+00, -.2859095E+00, 0.6754910E-02, 0.4850477E-01, 0.2034638E-01, 0.9527246E+00, 0.9307127E+00, 0.1100216E+01, 0.2238494E-01
 0.8501000E+00, -.2860194E+00, 0.4911302E-02, 0.5320163E-01, 0.1921272E-01, 0.9550112E+00, 0.9295563E+00, 0.1102038E+01, 0.2117264E-01
 0.8601000E+00, -.2861293E+00, 0.3145751E-02, 0.5802908E-01, 0.1815051E-01, 0.9573034E+00, 0.9284002E+00, 0.1103865E+01, 0.2003518E-01
 0.8701000E+00, -.2862391E+00, 0.1448719E-02, 0.6299909E-01, 0.1715491E-01, 0.9596008E+00, 0.9272444E+00, 0.1105697E+01, 0.1896759E-01
 0.8801000E+00, -.2863490E+00, -.1886618E-03, 0.6812351E-01, 0.1622145E-01, 0.9619032E+00, 0.9260890E+00, 0.1107534E+01, 0.1796524E-01
 0.8901000E+00, -.2864589E+00, -.1774644E-02, 0.7341409E-01, 0.1534595E-01, 0.9642103E+00, 0.9249340E+00, 0.1109376E+01, 0.1702385E-01
 0.9001000E+00, -.2865688E+00, -.3316908E-02, 0.7888250E-01, 0.1452453E-01, 0.9665220E+00, 0.9237794E+00, 0.1111222E+01, 0.1613937E-01
 0.9101000E+00, -.2866787E+00, -.4822615E-02, 0.8454025E-01, 0.1375359E-01, 0.9688380E+00, 0.9226254E+00, 0.1113074E+01, 0.1530811E-01
 0.9201000E+00, -.2867888E+00, -.6298442E-02, 0.9039878E-01, 0.1302976E-01, 0.9711581E+00, 0.9214719E+00, 0.1114930E+01, 0.1452659E-01
 0.9301000E+00, -.2868989E+00, -.7750623E-02, 0.9646943E-01, 0.1234993E-01, 0.9734820E+00, 0.9203190E+00, 0.1116790E+01, 0.1379158E-01
 0.9401000E+00, -.2870091E+00, -.9184984E-02, 0.1027634E+00, 0.1171119E-01, 0.9758096E+00, 0.9191667E+00, 0.1118656E+01, 0.1310007E-01
 0.9501000E+00, -.2871194E+00, -.1060698E-01, 0.1092920E+00, 0.1111085E-01, 0.9781407E+00, 0.9180150E+00, 0.1120526E+01, 0.1244925E-01
 0.9601000E+00, -.2872298E+00, -.1202170E-01, 0.1160661E+00, 0.1054639E-01, 0.9804750E+00, 0.9168639E+00, 0.1122401E+01, 0.1183651E-01
 0.9701000E+00, -.2873403E+00, -.1343395E-01, 0.1230967E+00, 0.1001547E-01, 0.9828125E+00, 0.9157136E+00, 0.1124280E+01, 0.1125941E-01
 0.9801000E+00, -.2874509E+00, -.1484820E-01, 0.1303946E+00, 0.9515913E-02, 0.9851529E+00, 0.9145639E+00, 0.1126164E+01, 0.1071569E-01
 0.9901000E+00, -.2875616E+00, -.1626866E-01, 0.1379706E+00, 0.9045698E-02, 0.9874960E+00, 0.9134150E+00, 0.1128053E+01, 0.1020323E-01
 0.1000100E+01, -.2876724E+00, -.1769931E-01, 0.1458353E+00, 0.8602933E-02, 0.9898417E+00, 0.9122669E+00, 0.1129946E+01, 0.9720046E-02
 0.1010100E+01, -.2877834E+00, -.1914387E-01, 0.1539993E+00, 0.8185859E-02, 0.9921898E+00, 0.9111195E+00, 0.1131843E+01, 0.9264302E-02
 0.1020100E+01, -.2878944E+00, -.2060584E-01, 0.1624729E+00, 0.7792837E-02, 0.9945402E+00, 0.9099729E+00, 0.1133745E+01, 0.8834280E-02
 0.1030100E+01, -.2880056E+00, -.2208854E-01, 0.1712663E+00, 0.7422339E-02, 0.9968926E+00, 0.9088271E+00, 0.1135651E+01, 0.8428371E-02
 0.1040100E+01, -.2881169E+00, -.2359507E-01, 0.1803897E+00, 0.7072942E-02, 0.9992469E+00, 0.9076821E+00, 0.1137562E+01, 0.8045089E-02
 0.1050100E+01, -.2882283E+00, -.2512838E-01, 0.1898529E+00, 0.6743318E-02, 0.1001603E+01, 0.9065380E+00, 0.1139478E+01, 0.7683035E-02
 0.1060100E+01, -.2883398E+00, -.2669123E-01, 0.1996659E+00, 0.6432229E-02, 0.1003961E+01, 0.9053947E+00, 0.1141397E+01, 0.7340895E-02
 0.1070100E+01, -.2884514E+00, -.2828626E-01, 0.2098382E+00, 0.6138519E-02, 0.1006320E+01, 0.9042523E+00, 0.1143322E+01, 0.7017456E-02
 0.1080100E+01, -.2885631E+00, -.2991592E-01, 0.2203793E+00, 0.5861110E-02, 0.1008680E+01, 0.9031108E+00, 0.1145250E+01, 0.6711583E-02
 0.1090100E+01, -.2886750E+00, -.3158255E-01, 0.2312984E+00, 0.5598996E-02, 0.1011042E+01, 0.9019702E+00, 0.1147184E+01, 0.6422211E-02
 0.1100100E+01, -.2887869E+00, -.3328835E-01, 0.2426045E+00, 0.5351237E-02, 0.1013405E+01, 0.9008304E+00, 0.1149121E+01, 0.6148347E-02
 0.1110100E+01, -.2888989E+00, -.3503539E-01, 0.2543066E+00, 0.5116956E-02, 0.1015768E+01, 0.8996916E+00, 0.1151063E+01, 0.5889060E-02
 0.1120100E+01, -.2890111E+00, -.3682563E-01, 0.2664131E+00, 0.4895333E-02, 0.1018133E+01, 0.8985537E+00, 0.1153010E+01, 0.5643485E-02
 0.1130100E+01, -.2891233E+00, -.3866093E-01, 0.2789325E+00, 0.4685602E-02, 0.1020498E+01, 0.8974167E+00, 0.1154961E+01, 0.5410799E-02
 0.1140100E+01, -.2892357E+00, -.4054301E-01, 0.2918729E+00, 0.4487048E-02, 0.1022863E+01, 0.8962807E+00, 0.1156917E+01, 0.5190250E-02
 0.1150100E+01, -.2893481E+00, -.4247352E-01, 0.3052423E+00, 0.4299001E-02, 0.1025229E+01, 0.8951456E+00, 0.1158876E+01, 0.4981114E-02
 0.1160100E+01, -.2894607E+00, -.4445399E-01, 0.3190483E+00, 0.4120834E-02, 0.1027596E+01, 0.8940114E+00, 0.1160841E+01, 0.4782735E-02
 0.1170100E+01, -.2895733E+00, -.4648588E-01, 0.3332982E+00, 0.3951962E-02, 0.1029962E+01, 0.8928783E+00, 0.1162809E+01, 0.4594476E-02
 0.1180100E+01, -.2896861E+00, -.4857052E-01, 0.3479992E+00, 0.3791837E-02, 0.1032329E+01, 0.8917461E+00, 0.1164783E+01, 0.4415759E-02
 0.1190100E+01, -.2897989E+00, -.5070920E-01, 0.3631581E+00, 0.3639945E-02, 0.1034695E+01, 0.8906149E+00, 0.1166760E+01, 0.4246031E-02
 0.1200100E+01, -.2899118E+00, -.5290307E-01, 0.3787815E+00, 0.3495807E-02, 0.1037062E+01, 0.8894846E+00, 0.1168742E+01, 0.4084782E-02
 0.1210100E+01, -.2900249E+00, -.5515324E-01, 0.3948754E+00, 0.3358972E-02, 0.1039428E+01, 0.8883554E+00, 0.1170729E+01, 0.3931530E-02
 0.1220100E+01, -.2901380E+00, -.5746074E-01, 0.4114461E+00, 0.3229019E-02, 0.1041794E+01, 0.8872271E+00, 0.1172720E+01, 0.3785815E-02
 0.1230100E+01, -.2902512E+00, -.5982650E-01, 0.4284991E+00, 0.3105553E-02, 0.1044159E+01, 0.8860998E+00, 0.1174715E+01, 0.3647217E-02
 0.1240100E+01, -.2903645E+00, -.6225138E-01, 0.4460397E+00, 0.2988203E-02, 0.1046524E+01, 0.8849736E+00, 0.1176715E+01, 0.3515336E-02
 0.1250100E+01, -.2904779E+00, -.6473619E-01, 0.4640730E+00, 0.2876622E-02, 0.1048889E+01, 0.8838483E+00, 0.1178720E+01, 0.3389800E-02
 0.1260100E+01, -.2905914E+00, -.6728164E-01, 0.4826037E+00, 0.2770484E-02, 0.1051253E+01, 0.8827241E+00, 0.1180728E+01, 0.3270256E-02
 0.1270100E+01, -.2907049E+00, -.6988839E-01, 0.5016363E+00, 0.2669484E-02, 0.1053616E+01, 0.8816008E+00, 0.1182742E+01, 0.3156374E-02
 0.1280100E+01, -.2908186E+00, -.7255704E-01, 0.5211749E+00, 0.2573335E-02, 0.1055979E+01, 0.8804786E+00, 0.1184760E+01, 0.3047845E-02
 0.1290100E+01, -.2909323E+00, -.7528811E-01, 0.5412233E+00, 0.2481768E-02, 0.1058341E+01, 0.8793574E+00, 0.1186782E+01, 0.2944376E-02
 0.1300100E+01, -.2910461E+00, -.7808207E-01, 0.5617851E+00, 0.2394530E-02, 0.1060702E+01, 0.8782373E+00, 0.1188809E+01, 0.2845694E-02
 0.1310100E+01, -.2911601E+00, -.8093931E-01, 0.5828634E+00, 0.2311383E-02, 0.1063062E+01, 0.8771182E+00, 0.1190840E+01, 0.2751540E-02
 0.1320100E+01, -.2912741E+00, -.8386020E-01, 0.6044612E+00, 0.2232104E-02, 0.1065421E+01, 0.8760001E+00, 0.1192876E+01, 0.2661674E-02
 0.1330100E+01, -.2913881E+00, -.8684502E-01, 0.6265810E+00, 0.2156483E-02, 0.1067780E+01, 0.8748830E+00, 0.1194916E+01, 0.2575865E-02
 0.1340100E+01, -.2915023E+00, -.8989402E-01, 0.6492253E+00, 0.2084323E-02, 0.1070137E+01, 0.8737670E+00, 0.1196961E+01, 0.2493900E-02
 0.1350100E+01, -.2916165E+00, -.9300737E-01, 0.6723960E+00, 0.2015439E-02, 0.1072494E+01, 0.8726520E+00, 0.1199010E+01, 0.2415577E-02
 0.1360100E+01, -.2917309E+00, -.9618522E-01, 0.6960949E+00, 0.1949656E-02, 0.1074849E+01, 0.8715381E+00, 0.1201064E+01, 0.2340705E-02
 0.1370100E+01, -.2918453E+00, -.9942765E-01, 0.7203236E+00, 0.1886810E-02, 0.1077204E+01, 0.8704252E+00, 0.1203122E+01, 0.2269105E-02
 0.1380100E+01, -.2919598E+00, -.1027347E+00, 0.7450832E+00, 0.1826747E-02, 0.1079558E+01, 0.8693133E+00, 0.1205185E+01, 0.2200608E-02
 0.1390100E+01, -.2920743E+00, -.1061064E+00, 0.7703747E+00, 0.1769320E-02, 0.1081910E+01, 0.8682025E+00, 0.1207252E+01, 0.2135055E-02
 0.1400100E+01, -.2921890E+00, -.1095427E+00, 0.7961988E+00, 0.1714393E-02, 0.1084262E+01, 0.8670928E+00, 0.1209324E+01, 0.2072295E-02
 0.1410100E+01, -.2923037E+00, -.1130435E+00, 0.8225561E+00, 0.1661837E-02, 0.1086612E+01, 0.8659841E+00, 0.1211400E+01, 0.2012186E-02
 0.1420100E+01, -.2924185E+00, -.1166086E+00, 0.8494466E+00, 0.1611530E-02, 0.1088962E+01, 0.8648765E+00, 0.1213481E+01, 0.1954596E-02
 0.1430100E+01, -.2925334E+00, -.1202380E+00, 0.8768704E+00, 0.1563357E-02, 0.1091311E+01, 0.8637699E+00, 0.1215567E+01, 0.1899399E-02
 0.1440100E+01, -.2926484E+00, -.1239315E+00, 0.9048274E+00, 0.1517211E-02, 0.1093658E+01, 0.8626644E+00, 0.1217657E+01, 0.1846474E-02
 0.1450100E+01, -.2927634E+00, -.1276887E+00, 0.9333170E+00, 0.1472988E-02, 0.1096005E+01, 0.8615600E+00, 0.1219751E+01, 0.1795710E-02
 0.1460100E+01, -.2928785E+00, -.1315094E+00, 0.9623386E+00, 0.1430593E-02, 0.1098351E+01, 0.8604566E+00, 0.1221850E+01, 0.1747002E-02
 0.1470100E+01, -.2929937E+00, -.1353935E+00, 0.9918914E+00, 0.1389936E-02, 0.1100696E+01, 0.8593543E+00, 0.1223954E+01, 0.1700247E-02
 0.1480100E+01, -.2931090E+00, -.1393404E+00, 0.1021974E+01, 0.1350930E-02, 0.1103040E+01, 0.8582530E+00, 0.1226062E+01, 0.1655353E-02
 0.1490100E+01, -.2932243E+00, -.1433500E+00, 0.1052586E+01, 0.1313494E-02, 0.1105383E+01, 0.8571528E+00, 0.1228174E+01, 0.1612229E-02
 0.1500100E+01, -.2933397E+00, -.1474218E+00, 0.1083726E+01, 0.1277551E-02, 0.1107726E+01, 0.8560537E+00, 0.1230292E+01, 0.1570790E-02
 0.1510100E+01, -.2934552E+00, -.1515554E+00, 0.1115392E+01, 0.1243031E-02, 0.1110067E+01, 0.8549556E+00, 0.1232413E+01, 0.1530956E-02
 0.1520100E+01, -.2935708E+00, -.1557504E+00, 0.1147581E+01, 0.1209863E-02, 0.1112408E+01, 0.8538587E+00, 0.1234540E+01, 0.1492653E-02
 0.1530100E+01, -.2936864E+00, -.1600064E+00, 0.1180294E+01, 0.1177985E-02, 0.1114749E+01, 0.8527628E+00, 0.1236671E+01, 0.1455807E-02
 0.1540100E+01, -.2938022E+00, -.1643229E+00, 0.1213527E+01, 0.1147333E-02, 0.1117088E+01, 0.8516679E+00, 0.1238806E+01, 0.1420351E-02
 0.1550100E+01, -.2939180E+00, -.1686995E+00, 0.1247278E+01, 0.1117852E-02, 0.1119427E+01, 0.8505742E+00, 0.1240946E+01, 0.1386222E-02
 0.1560100E+01, -.2940338E+00, -.1731356E+00, 0.1281545E+01, 0.1089486E-02, 0.1121766E+01, 0.8494815E+00, 0.1243090E+01, 0.1353357E-02
